Date,Key Field,Date And Time,Days Of Week,End Date:,End Date And Time,Heat Stress Record Label,Heat Stress Tournament,Label,Months,Start Date:,Start Date And Time,Template Label,Weeks,Years,EWR - Suspension Or Change In Time,Heat Reading Log - EWR Cause Change,Suspension/Change Match Date,Reason For Suspension/adaptation Of Start Time,Heat Stress Date,Heat Stress Match Start Time,Time Of Heat Reading,Heat Stress Index,Heat Rule In/out,Air Temperature,Ground Temperature,Relative Humidity,Type Of Day,AQI Reading,event-uuid,group-uuid
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/06/2024,11:00:00,10:30:00,29.4,Out,33.8,44.7,42.6,Sunny,152,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/06/2024,11:00:00,12:30:00,30.3,In,35.5,44.1,43,Sunny,152,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/06/2024,11:00:00,14:30:00,32.2,In,36.6,47.8,41.5,Sunny,152,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/06/2024,11:00:00,15:00:00,31.1,In,34.4,44.6,48.2,Sunny,,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/06/2024,11:00:00,17:30:00,24.5,Out,27.8,26.9,68.9,Sunny,107,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/07/2024,12:00:00,11:30:00,30.3,In,33.6,45.7,44.9,Sunny,122,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/07/2024,12:00:00,13:30:00,30.3,In,35,39.9,50.2,Sunny,136,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/07/2024,12:00:00,15:00:00,30.2,In,34.8,40.1,51.1,Sunny,165,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/07/2024,12:00:00,17:30:00,24.4,Out,28.9,30.3,55,Sunny,122,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/08/2024,13:00:00,12:30:00,30.2,In,35.9,42.7,40.6,Sunny,95,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/08/2024,13:00:00,15:30:00,30.2,In,34.9,41.2,46.8,Sunny,99,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/08/2024,13:00:00,17:30:00,25.5,Out,29.1,32.9,55.6,Sunny,126,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/09/2024,14:30:00,14:00:00,30.4,In,35.3,46.4,38.2,Sunny,93,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/09/2024,14:30:00,16:00:00,30.1,In,33.6,47.2,39,Sunny,97,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/09/2024,14:30:00,18:00:00,22.6,Out,26.6,26.6,60,Sunny,82,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/10/2024,14:30:00,14:00:00,30.2,In,36.3,41.5,42.5,Sunny,156,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/10/2024,14:30:00,16:00:00,25.9,Out,30.9,,,Sunny,,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202429.444.742.645332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/11/2024,18:30:00,18:00:00,21,Out,24.8,25.1,59.2,Partial Clouds,94,c32672e9-ee29-4a64-89a0-f37d9cfd4a10,6d13baa4-f447-4422-b78c-e2fc546c2a32
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/03/2024,11:00:00,10:30:00,26.4,Out,30.7,41.5,37.3,Sunny,161,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/03/2024,11:00:00,12:30:00,25.3,Out,33.2,36.4,31.2,Sunny,,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/03/2024,11:00:00,14:30:00,28.6,Out,34.9,38.3,43.9,Sunny,,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/03/2024,11:00:00,16:30:00,26.7,Out,29.9,32.8,60.8,Sunny,108,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/04/2024,12:00:00,11:30:00,30.9,In,36.9,50.9,26.6,Sunny,150,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/04/2024,12:00:00,13:30:00,30.2,In,34.5,41.1,49.1,Sunny,161,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/05/2024,11:00:00,10:30:00,28.2,Out,34.8,41,35.8,,162,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/05/2024,11:00:00,12:30:00,31.3,In,36.1,42.7,44.1,Sunny,142,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/05/2024,11:00:00,14:30:00,28.1,Out,33.1,41.2,40.4,Sunny,151,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
10/02/2024,45332118545332.5440509259Mumbai 202426.441.537.345332.5440509259Sunny2024-W06,10.02.2024 13:03:26,6,2/10/2024,,Mumbai 2024,2024 - MUMBAI 125,Mumbai 2024,2024-02,2/10/2024,10.02.2024 13:03:26,Environmental Data Entry Sheet,2024-W06,2024,,,,,2/05/2024,11:00:00,17:30:00,24.9,Out,29.4,32.1,52.3,Sunny,162,957116f1-2103-4715-ade4-b2210227b07e,6a538677-4d82-47c3-ac26-be470455f1e8
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/10/2024,13:00:00,12:30:00,21.1,Out,25.8,30.3,40.4,Sunny,150,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/10/2024,13:00:00,14:30:00,21.8,Out,25.3,33.7,41.8,"Sunny ,Partial Clouds",,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/11/2024,13:30:00,14:00:00,23.2,Out,23.7,34.2,60.1,Cloudy,129,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/11/2024,13:30:00,15:30:00,19.5,Out,21.7,24.3,66.3,"Cloudy,Humid",129,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/12/2024,13:30:00,14:00:00,18.9,Out,21.9,25.1,56.4,"Sunny ,Partial Clouds",82,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/12/2024,13:30:00,18:00:00,17.1,Out,21.1,23.1,51.3,Cloudy,82,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-13-2024,14:00:00,13:30:00,25.4,Out,30.9,40,33.7,Sunny,42,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-13-2024,14:00:00,15:30:00,26.4,Out,31.9,42.3,40,Sunny,70,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-14-2024,13:30:00,14:00:00,26.3,Out,31,37.7,46.7,"Sunny ,Windy",66,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,45326119345326.3530902778Doha Total Energies Open21.130.340.445326.3530902778Sunny2024-W05,04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-14-2024,16:00:00,16:30:00,21.2,Out,23,25.5,72.4,Sunny,66,025d165d-10d8-4b0c-b7c9-40ed120399b9,ac7be9ac-5473-44e0-9a47-8c61f152d0c0
4/02/2024,"45326119345326.3530902778Doha Total Energies Open24.131.750.545326.3530902778Sunny ,Cloudy2024-W05",04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-15-2024,15:00:00,15:30:00,24.1,Out,28.4,31.7,50.5,"Sunny ,Cloudy",60,b04934b2-3a37-4068-8203-e6a1f372d6fd,19c73c15-cc47-4060-8984-64c8bb2f1eb9
4/02/2024,"45326119345326.3530902778Doha Total Energies Open24.131.750.545326.3530902778Sunny ,Cloudy2024-W05",04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-15-2024,17:30:00,18:00:00,20.7,Out,24.1,23.2,63.3,"Windy,Cloudy",61,b04934b2-3a37-4068-8203-e6a1f372d6fd,19c73c15-cc47-4060-8984-64c8bb2f1eb9
4/02/2024,"45326119345326.3530902778Doha Total Energies Open24.131.750.545326.3530902778Sunny ,Cloudy2024-W05",04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-16-2024,14:30:00,15:00:00,25.7,Out,31.4,36.1,37.6,Sunny,79,b04934b2-3a37-4068-8203-e6a1f372d6fd,19c73c15-cc47-4060-8984-64c8bb2f1eb9
4/02/2024,"45326119345326.3530902778Doha Total Energies Open24.131.750.545326.3530902778Sunny ,Cloudy2024-W05",04.02.2024 8:28:27,7,2/04/2024,,Doha Total Energies Open,2024 - DOHA,Doha Total Energies Open,2024-02,2/04/2024,04.02.2024 8:28:27,Environmental Data Entry Sheet,2024-W05,2024,,,,,02-16-2024,16:30:00,17:00:00,22.2,Out,26.9,27.3,53,Sunny,79,b04934b2-3a37-4068-8203-e6a1f372d6fd,19c73c15-cc47-4060-8984-64c8bb2f1eb9
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/03/2024,11:00:00,14:15:00,17.5,Out,22.1,22.5,48.3,"Cloudy,Windy",61,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/03/2024,11:00:00,10:30:00,19.9,Out,24,30.3,41.6,Partial Clouds,64,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/03/2024,17:00:00,16:30:00,19.8,Out,21.4,27,40,Sunny,76,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/04/2024,11:00:00,10:30:00,19.6,Out,22.7,32,39.9,"Sunny ,Partial Clouds",84,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/04/2024,11:00:00,14:00:00,23.3,Out,26.6,37.5,38.7,Partial Clouds,87,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/05/2024,13:00:00,12:30:00,21.7,Out,25.3,34,39.6,Partial Clouds,50,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/05/2024,,15:00:00,22.8,Out,26.1,38.3,35,"Partial Clouds,Sunny",84,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/06/2024,11:00:00,10:30:00,22.3,Out,25.2,38.6,34.2,Sunny,80,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/06/2024,,15:00:00,18.9,Out,23.2,27.2,43.9,"Partial Clouds,Windy",71,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,"45325118245325.4445601852Abu Dhabi 202417.522.548.345325.4445601852Cloudy,Windy2024-W05",03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/06/2024,,19:00:00,17,Out,21.3,21.4,50,"Partial Clouds,Windy",67,f727d6ab-b2ee-4dd8-803c-ec74dbc6ab41,97be13dc-9f43-45eb-b185-a6a5f35860d4
3/02/2024,45325118245325.4445601852Abu Dhabi 202419.428.544.245325.4445601852Cloudy2024-W05,03.02.2024 10:40:10,6,2/03/2024,,Abu Dhabi 2024,2024 - ABU DHABI,Abu Dhabi 2024,2024-02,2/03/2024,03.02.2024 10:40:10,Environmental Data Entry Sheet,2024-W05,2024,,,,,2/07/2024,13:00:00,12:30:00,19.4,Out,23.2,28.5,44.2,Cloudy,61,8cd1120e-8aec-4e3c-ba86-96cff8f1011c,18c99dbf-f69d-48b1-b7d3-664fdc5f83d6
