Tournament Name,Year,Date,Time,WBGT,AQI Reading,EWCR,Air Temperature,Relative Humidity,Type of Day,Tournament City,Tournament Level,Region,Month,Hour
2024 - MUMBAI 125,2024.0,2/06/2024,10:30:00,29.4,152.0,OUT,33.8,42.6,Sunny,MUMBAI,,Asia,2.0,10.0
2024 - MUMBAI 125,2024.0,2/06/2024,12:30:00,30.3,152.0,IN – MODIFICATION OF PLAY,35.5,43.0,Sunny,MUMBAI,,Asia,2.0,12.0
2024 - MUMBAI 125,2024.0,2/06/2024,14:30:00,32.2,152.0,IN – MODIFICATION OF PLAY,36.6,41.5,Sunny,MUMBAI,,Asia,2.0,14.0
2024 - MUMBAI 125,2024.0,2/06/2024,15:00:00,31.1,,IN – MODIFICATION OF PLAY,34.4,48.2,Sunny,MUMBAI,,Asia,2.0,15.0
2024 - MUMBAI 125,2024.0,2/06/2024,17:30:00,24.5,107.0,OUT,27.8,68.9,Sunny,MUMBAI,,Asia,2.0,17.0
2024 - MUMBAI 125,2024.0,2/07/2024,11:30:00,30.3,122.0,IN – MODIFICATION OF PLAY,33.6,44.9,Sunny,MUMBAI,,Asia,2.0,11.0
2024 - MUMBAI 125,2024.0,2/07/2024,13:30:00,30.3,136.0,IN – MODIFICATION OF PLAY,35.0,50.2,Sunny,MUMBAI,,Asia,2.0,13.0
2024 - MUMBAI 125,2024.0,2/07/2024,15:00:00,30.2,165.0,IN – MODIFICATION OF PLAY,34.8,51.1,Sunny,MUMBAI,,Asia,2.0,15.0
2024 - MUMBAI 125,2024.0,2/07/2024,17:30:00,24.4,122.0,OUT,28.9,55.0,Sunny,MUMBAI,,Asia,2.0,17.0
2024 - MUMBAI 125,2024.0,2/08/2024,12:30:00,30.2,95.0,IN – MODIFICATION OF PLAY,35.9,40.6,Sunny,MUMBAI,,Asia,2.0,12.0
2024 - MUMBAI 125,2024.0,2/08/2024,15:30:00,30.2,99.0,IN – MODIFICATION OF PLAY,34.9,46.8,Sunny,MUMBAI,,Asia,2.0,15.0
2024 - MUMBAI 125,2024.0,2/08/2024,17:30:00,25.5,126.0,OUT,29.1,55.6,Sunny,MUMBAI,,Asia,2.0,17.0
2024 - MUMBAI 125,2024.0,2/09/2024,14:00:00,30.4,93.0,IN – MODIFICATION OF PLAY,35.3,38.2,Sunny,MUMBAI,,Asia,2.0,14.0
2024 - MUMBAI 125,2024.0,2/09/2024,16:00:00,30.1,97.0,IN – MODIFICATION OF PLAY,33.6,39.0,Sunny,MUMBAI,,Asia,2.0,16.0
2024 - MUMBAI 125,2024.0,2/09/2024,18:00:00,22.6,82.0,OUT,26.6,60.0,Sunny,MUMBAI,,Asia,2.0,18.0
2024 - MUMBAI 125,2024.0,2/10/2024,14:00:00,30.2,156.0,IN – MODIFICATION OF PLAY,36.3,42.5,Sunny,MUMBAI,,Asia,2.0,14.0
2024 - MUMBAI 125,2024.0,2/10/2024,16:00:00,25.9,,OUT,30.9,,Sunny,MUMBAI,,Asia,2.0,16.0
2024 - MUMBAI 125,2024.0,2/11/2024,18:00:00,21.0,94.0,OUT,24.8,59.2,Partial Clouds,MUMBAI,,Asia,2.0,18.0
2024 - MUMBAI 125,2024.0,2/03/2024,10:30:00,26.4,161.0,OUT,30.7,37.3,Sunny,MUMBAI,,Asia,2.0,10.0
2024 - MUMBAI 125,2024.0,2/03/2024,12:30:00,25.3,,OUT,33.2,31.2,Sunny,MUMBAI,,Asia,2.0,12.0
2024 - MUMBAI 125,2024.0,2/03/2024,14:30:00,28.6,,OUT,34.9,43.9,Sunny,MUMBAI,,Asia,2.0,14.0
2024 - MUMBAI 125,2024.0,2/03/2024,16:30:00,26.7,108.0,OUT,29.9,60.8,Sunny,MUMBAI,,Asia,2.0,16.0
2024 - MUMBAI 125,2024.0,2/04/2024,11:30:00,30.9,150.0,IN – MODIFICATION OF PLAY,36.9,26.6,Sunny,MUMBAI,,Asia,2.0,11.0
2024 - MUMBAI 125,2024.0,2/04/2024,13:30:00,30.2,161.0,IN – MODIFICATION OF PLAY,34.5,49.1,Sunny,MUMBAI,,Asia,2.0,13.0
2024 - MUMBAI 125,2024.0,2/05/2024,10:30:00,28.2,162.0,OUT,34.8,35.8,,MUMBAI,,Asia,2.0,10.0
2024 - MUMBAI 125,2024.0,2/05/2024,12:30:00,31.3,142.0,IN – MODIFICATION OF PLAY,36.1,44.1,Sunny,MUMBAI,,Asia,2.0,12.0
2024 - MUMBAI 125,2024.0,2/05/2024,14:30:00,28.1,151.0,OUT,33.1,40.4,Sunny,MUMBAI,,Asia,2.0,14.0
2024 - MUMBAI 125,2024.0,2/05/2024,17:30:00,24.9,162.0,OUT,29.4,52.3,Sunny,MUMBAI,,Asia,2.0,17.0
2024 - DOHA,2024.0,2/10/2024,12:30:00,21.1,150.0,OUT,25.8,40.4,Sunny,DOHA,1000,Asia,2.0,12.0
2024 - DOHA,2024.0,2/10/2024,14:30:00,21.8,,OUT,25.3,41.8,"Sunny ,Partial Clouds",DOHA,1000,Asia,2.0,14.0
2024 - DOHA,2024.0,2/11/2024,14:00:00,23.2,129.0,OUT,23.7,60.1,Cloudy,DOHA,1000,Asia,2.0,14.0
2024 - DOHA,2024.0,2/11/2024,15:30:00,19.5,129.0,OUT,21.7,66.3,"Cloudy,Humid",DOHA,1000,Asia,2.0,15.0
2024 - DOHA,2024.0,2/12/2024,14:00:00,18.9,82.0,OUT,21.9,56.4,"Sunny ,Partial Clouds",DOHA,1000,Asia,2.0,14.0
2024 - DOHA,2024.0,2/12/2024,18:00:00,17.1,82.0,OUT,21.1,51.3,Cloudy,DOHA,1000,Asia,2.0,18.0
2024 - DOHA,2024.0,02-13-2024,13:30:00,25.4,42.0,OUT,30.9,33.7,Sunny,DOHA,1000,Asia,,13.0
2024 - DOHA,2024.0,02-13-2024,15:30:00,26.4,70.0,OUT,31.9,40.0,Sunny,DOHA,1000,Asia,,15.0
2024 - DOHA,2024.0,02-14-2024,14:00:00,26.3,66.0,OUT,31.0,46.7,"Sunny ,Windy",DOHA,1000,Asia,,14.0
2024 - DOHA,2024.0,02-14-2024,16:30:00,21.2,66.0,OUT,23.0,72.4,Sunny,DOHA,1000,Asia,,16.0
2024 - DOHA,2024.0,02-15-2024,15:30:00,24.1,60.0,OUT,28.4,50.5,"Sunny ,Cloudy",DOHA,1000,Asia,,15.0
2024 - DOHA,2024.0,02-15-2024,18:00:00,20.7,61.0,OUT,24.1,63.3,"Windy,Cloudy",DOHA,1000,Asia,,18.0
2024 - DOHA,2024.0,02-16-2024,15:00:00,25.7,79.0,OUT,31.4,37.6,Sunny,DOHA,1000,Asia,,15.0
2024 - DOHA,2024.0,02-16-2024,17:00:00,22.2,79.0,OUT,26.9,53.0,Sunny,DOHA,1000,Asia,,17.0
2024 - ABU DHABI,2024.0,2/03/2024,14:15:00,17.5,61.0,OUT,22.1,48.3,"Cloudy,Windy",ABU DHABI,500,Asia,2.0,14.0
2024 - ABU DHABI,2024.0,2/03/2024,10:30:00,19.9,64.0,OUT,24.0,41.6,Partial Clouds,ABU DHABI,500,Asia,2.0,10.0
2024 - ABU DHABI,2024.0,2/03/2024,16:30:00,19.8,76.0,OUT,21.4,40.0,Sunny,ABU DHABI,500,Asia,2.0,16.0
2024 - ABU DHABI,2024.0,2/04/2024,10:30:00,19.6,84.0,OUT,22.7,39.9,"Sunny ,Partial Clouds",ABU DHABI,500,Asia,2.0,10.0
2024 - ABU DHABI,2024.0,2/04/2024,14:00:00,23.3,87.0,OUT,26.6,38.7,Partial Clouds,ABU DHABI,500,Asia,2.0,14.0
2024 - ABU DHABI,2024.0,2/05/2024,12:30:00,21.7,50.0,OUT,25.3,39.6,Partial Clouds,ABU DHABI,500,Asia,2.0,12.0
2024 - ABU DHABI,2024.0,2/05/2024,15:00:00,22.8,84.0,OUT,26.1,35.0,"Partial Clouds,Sunny",ABU DHABI,500,Asia,2.0,15.0
2024 - ABU DHABI,2024.0,2/06/2024,10:30:00,22.3,80.0,OUT,25.2,34.2,Sunny,ABU DHABI,500,Asia,2.0,10.0
2024 - ABU DHABI,2024.0,2/06/2024,15:00:00,18.9,71.0,OUT,23.2,43.9,"Partial Clouds,Windy",ABU DHABI,500,Asia,2.0,15.0
2024 - ABU DHABI,2024.0,2/06/2024,19:00:00,17.0,67.0,OUT,21.3,50.0,"Partial Clouds,Windy",ABU DHABI,500,Asia,2.0,19.0
2024 - ABU DHABI,2024.0,2/07/2024,12:30:00,19.4,61.0,OUT,23.2,44.2,Cloudy,ABU DHABI,500,Asia,2.0,12.0
2024 - ABU DHABI,2024.0,2/07/2024,15:00:00,19.3,65.0,OUT,23.7,42.1,Partial Clouds,ABU DHABI,500,Asia,2.0,15.0
2024 - ABU DHABI,2024.0,2/07/2024,19:00:00,19.9,80.0,OUT,24.2,44.3,Partial Clouds,ABU DHABI,500,Asia,2.0,19.0
2024 - ABU DHABI,2024.0,2/08/2024,12:30:00,20.2,67.0,OUT,23.4,37.6,Partial Clouds,ABU DHABI,500,Asia,2.0,12.0
2024 - ABU DHABI,2024.0,2/08/2024,19:30:00,16.3,59.0,OUT,22.4,44.1,Partial Clouds,ABU DHABI,500,Asia,2.0,19.0
2024 - ABU DHABI,2024.0,2/09/2024,12:30:00,19.8,63.0,OUT,24.7,43.3,Sunny,ABU DHABI,500,Asia,2.0,12.0
2024 - ABU DHABI,2024.0,2/09/2024,15:00:00,19.9,71.0,OUT,24.1,44.5,Sunny,ABU DHABI,500,Asia,2.0,15.0
2024 - ABU DHABI,2024.0,2/09/2024,19:00:00,16.3,61.0,OUT,22.1,44.4,Partial Clouds,ABU DHABI,500,Asia,2.0,19.0
2024 - ABU DHABI,2024.0,2/10/2024,14:30:00,18.7,56.0,OUT,23.4,46.7,"Partial Clouds,Sunny",ABU DHABI,500,Asia,2.0,14.0
2024 - ABU DHABI,2024.0,2/10/2024,19:00:00,16.4,65.0,OUT,22.0,44.5,Partial Clouds,ABU DHABI,500,Asia,2.0,19.0
2024 - ABU DHABI,2024.0,2/11/2024,16:30:00,17.1,115.0,OUT,21.6,50.8,"Partial Clouds,Sunny",ABU DHABI,500,Asia,2.0,16.0
2024 - MUMBAI 125,2024.0,2/03/2024,10:30:00,,162.0,,,,"Sunny ,Dry",MUMBAI,,Asia,2.0,10.0
2024 - HUA HIN,2024.0,01-27-2024,10:30:00,26.2,,OUT,29.8,51.9,Sunny,HUA HIN,250,Asia,,10.0
2024 - HUA HIN,2024.0,01-27-2024,13:00:00,27.7,,OUT,31.6,48.3,Sunny,HUA HIN,250,Asia,,13.0
2024 - HUA HIN,2024.0,01-27-2024,14:30:00,26.0,,OUT,29.4,57.9,Sunny,HUA HIN,250,Asia,,14.0
2024 - HUA HIN,2024.0,01-28-2024,12:30:00,29.2,106.0,OUT,30.8,63.7,Sunny,HUA HIN,250,Asia,,12.0
2024 - HUA HIN,2024.0,01-29-2024,1:30:00,26.6,69.0,OUT,28.6,70.1,Cloudy,HUA HIN,250,Asia,,1.0
2024 - HUA HIN,2024.0,01-30-2024,13:30:00,29.6,81.0,OUT,30.8,65.0,Sunny,HUA HIN,250,Asia,,13.0
2024 - HUA HIN,2024.0,01-30-2024,15:00:00,28.1,84.0,OUT,29.6,66.3,Partial Clouds,HUA HIN,250,Asia,,15.0
2024 - HUA HIN,2024.0,01-30-2024,17:00:00,28.3,90.0,OUT,29.5,76.0,Partial Clouds,HUA HIN,250,Asia,,17.0
2024 - HUA HIN,2024.0,01-31-2024,13:30:00,28.9,69.0,OUT,31.1,64.1,Sunny,HUA HIN,250,Asia,,13.0
2024 - HUA HIN,2024.0,01-31-2024,15:30:00,28.6,73.0,OUT,30.9,64.8,Sunny,HUA HIN,250,Asia,,15.0
2024 - HUA HIN,2024.0,2/01/2024,13:30:00,29.6,66.0,OUT,33.1,56.9,Sunny,HUA HIN,250,Asia,2.0,13.0
2024 - HUA HIN,2024.0,2/01/2024,16:00:00,28.8,63.0,OUT,31.3,67.5,Sunny,HUA HIN,250,Asia,2.0,16.0
2024 - HUA HIN,2024.0,2/02/2024,13:30:00,29.3,56.0,OUT,33.1,60.6,Sunny,HUA HIN,250,Asia,2.0,13.0
2024 - HUA HIN,2024.0,2/02/2024,17:00:00,27.8,65.0,OUT,30.2,73.5,Sunny,HUA HIN,250,Asia,2.0,17.0
2024 - HUA HIN,2024.0,2/03/2024,14:30:00,29.7,55.0,OUT,31.9,60.9,Sunny,HUA HIN,250,Asia,2.0,14.0
2024 - HUA HIN,2024.0,2/03/2024,17:00:00,28.4,57.0,OUT,29.8,82.7,Sunny,HUA HIN,250,Asia,2.0,17.0
2024 - HUA HIN,2024.0,2/04/2024,14:30:00,28.7,56.0,OUT,32.6,52.8,Sunny,HUA HIN,250,Asia,2.0,14.0
2024 - HUA HIN,2024.0,2/04/2024,17:00:00,28.0,59.0,OUT,29.9,74.9,Sunny,HUA HIN,250,Asia,2.0,17.0
2024 - HOBART,2024.0,1/10/2024,13:15:00,22.5,5.0,OUT,28.2,29.7,Sunny,HOBART,250,Oceania,1.0,13.0
2024 - HOBART,2024.0,1/10/2024,3:15:00,23.7,5.0,OUT,24.1,28.7,Sunny,HOBART,250,Oceania,1.0,3.0
2024 - HOBART,2024.0,1/11/2024,13:00:00,19.8,5.0,OUT,24.1,33.0,Sunny,HOBART,250,Oceania,1.0,13.0
2024 - HOBART,2024.0,1/11/2024,15:00:00,23.8,5.0,,32.8,25.7,Sunny,HOBART,250,Oceania,1.0,15.0
2024 - HOBART,2024.0,1/12/2024,14:00:00,21.8,5.0,OUT,23.8,59.1,Sunny,HOBART,250,Oceania,1.0,14.0
2024 - HOBART,2024.0,1/06/2024,10:30:00,22.4,10.0,OUT,22.6,50.2,Sunny,HOBART,250,Oceania,1.0,10.0
2024 - HOBART,2024.0,1/06/2024,13:00:00,23.8,9.0,OUT,26.6,45.6,Sunny,HOBART,250,Oceania,1.0,13.0
2024 - HOBART,2024.0,1/07/2024,10:30:00,19.1,5.0,OUT,22.9,47.9,Cloudy,HOBART,250,Oceania,1.0,10.0
2024 - HOBART,2024.0,1/07/2024,10:30:00,21.4,5.0,OUT,,56.4,Cloudy,HOBART,250,Oceania,1.0,10.0
2024 - HOBART,2024.0,1/08/2024,10:30:00,15.4,5.0,OUT,18.7,66.4,Cloudy,HOBART,250,Oceania,1.0,10.0
2024 - HOBART,2024.0,1/08/2024,14:00:00,15.9,9.0,OUT,18.0,56.5,Cloudy,HOBART,250,Oceania,1.0,14.0
2024 - HOBART,2024.0,1/09/2024,10:30:00,19.1,5.0,OUT,20.9,41.0,Sunny,HOBART,250,Oceania,1.0,10.0
2024 - HOBART,2024.0,1/09/2024,3:30:00,21.3,5.0,OUT,23.1,39.9,Sunny,HOBART,250,Oceania,1.0,3.0
2024 - HOBART,2024.0,1/10/2024,10:30:00,19.3,9.0,OUT,23.4,40.4,Cloudy,HOBART,250,Oceania,1.0,10.0
2024 - AUCKLAND,2024.0,1/04/2024,14:00:00,24.2,,OUT,30.4,33.3,"Sunny ,Dry",AUCKLAND,250,Oceania,1.0,14.0
2024 - ADELAIDE,2024.0,1/09/2024,15:30:00,27.5,24.5,OUT,29.0,39.0,Sunny,ADELAIDE,500,Oceania,1.0,15.0
2024 - ADELAIDE,2024.0,1/09/2024,18:00:00,26.6,10.0,OUT,29.4,37.7,Sunny,ADELAIDE,500,Oceania,1.0,18.0
2024 - ADELAIDE,2024.0,1/10/2024,10:30:00,27.1,20.0,OUT,27.9,37.5,Sunny,ADELAIDE,500,Oceania,1.0,10.0
2024 - ADELAIDE,2024.0,1/10/2024,12:30:00,25.0,30.0,OUT,25.1,47.7,Sunny,ADELAIDE,500,Oceania,1.0,12.0
2024 - ADELAIDE,2024.0,1/10/2024,15:30:00,26.2,14.0,OUT,29.2,43.8,Sunny,ADELAIDE,500,Oceania,1.0,15.0
2024 - ADELAIDE,2024.0,1/10/2024,19:00:00,22.5,13.0,OUT,26.1,47.9,Partial Clouds,ADELAIDE,500,Oceania,1.0,19.0
2024 - ADELAIDE,2024.0,1/11/2024,12:30:00,26.9,24.0,OUT,33.6,30.2,Sunny,ADELAIDE,500,Oceania,1.0,12.0
2024 - ADELAIDE,2024.0,1/11/2024,16:30:00,30.8,,OUT,38.6,29.6,Sunny,ADELAIDE,500,Oceania,1.0,16.0
2024 - ADELAIDE,2024.0,1/11/2024,18:30:00,30.8,,OUT,38.2,23.2,Sunny,ADELAIDE,500,Oceania,1.0,18.0
2024 - ADELAIDE,2024.0,1/12/2024,15:30:00,23.2,,OUT,34.9,15.2,Sunny,ADELAIDE,500,Oceania,1.0,15.0
2024 - ADELAIDE,2024.0,01-13-2024,18:30:00,21.2,,OUT,26.1,47.7,Sunny,ADELAIDE,500,Oceania,,18.0
2024 - ADELAIDE,2024.0,1/06/2024,15:00:00,25.4,60.1,OUT,27.3,75.0,"Cloudy,Humid",ADELAIDE,500,Oceania,1.0,15.0
2024 - ADELAIDE,2024.0,1/06/2024,18:00:00,30.1,15.3,IN – MODIFICATION OF PLAY,30.9,51.2,Sunny,ADELAIDE,500,Oceania,1.0,18.0
2024 - ADELAIDE,2024.0,1/06/2024,19:30:00,23.9,8.9,OUT,28.2,58.8,Sunny,ADELAIDE,500,Oceania,1.0,19.0
2024 - ADELAIDE,2024.0,1/07/2024,12:00:00,21.8,54.0,OUT,23.0,80.0,"Partial Clouds,Humid",ADELAIDE,500,Oceania,1.0,12.0
2024 - ADELAIDE,2024.0,1/07/2024,14:30:00,26.9,,OUT,29.2,55.0,Sunny,ADELAIDE,500,Oceania,1.0,14.0
2024 - ADELAIDE,2024.0,1/08/2024,10:30:00,18.1,0.0,OUT,21.1,51.8,Partial Clouds,ADELAIDE,500,Oceania,1.0,10.0
2024 - ADELAIDE,2024.0,1/08/2024,13:30:00,23.1,2.9,OUT,25.4,50.6,Partial Clouds,ADELAIDE,500,Oceania,1.0,13.0
2024 - ADELAIDE,2024.0,1/08/2024,16:30:00,21.4,1.4,OUT,24.6,50.1,Partial Clouds,ADELAIDE,500,Oceania,1.0,16.0
2024 - ADELAIDE,2024.0,1/09/2024,9:30:00,26.0,8.0,OUT,25.6,49.0,Sunny,ADELAIDE,500,Oceania,1.0,9.0
2024 - ADELAIDE,2024.0,1/09/2024,12:30:00,27.2,15.0,OUT,29.2,45.0,Sunny,ADELAIDE,500,Oceania,1.0,12.0
2024 - CANBERRA 125,2023.0,1/03/2024,9:30:00,21.0,41.0,OUT,23.4,63.5,Sunny,CANBERRA,,Oceania,1.0,9.0
2024 - CANBERRA 125,2023.0,1/03/2024,13:30:00,28.6,,OUT,29.9,44.5,Sunny,CANBERRA,,Oceania,1.0,13.0
2024 - CANBERRA 125,2023.0,1/03/2024,16:00:00,29.4,,OUT,32.8,35.5,Sunny,CANBERRA,,Oceania,1.0,16.0
2024 - CANBERRA 125,2023.0,1/04/2024,9:30:00,24.4,24.0,OUT,23.4,59.1,Cloudy,CANBERRA,,Oceania,1.0,9.0
2024 - CANBERRA 125,2023.0,1/04/2024,15:00:00,25.4,,OUT,28.1,51.6,Cloudy,CANBERRA,,Oceania,1.0,15.0
2024 - CANBERRA 125,2023.0,1/05/2024,9:30:00,19.1,18.0,OUT,21.6,56.5,Partial Clouds,CANBERRA,,Oceania,1.0,9.0
2024 - CANBERRA 125,2023.0,1/05/2024,16:00:00,25.8,,OUT,28.7,37.2,Partial Clouds,CANBERRA,,Oceania,1.0,16.0
2024 - CANBERRA 125,2023.0,1/06/2024,11:30:00,19.7,,OUT,25.9,36.0,Sunny,CANBERRA,,Oceania,1.0,11.0
2024 - CANBERRA 125,2023.0,1/06/2024,13:30:00,23.4,,OUT,25.6,39.0,Sunny,CANBERRA,,Oceania,1.0,13.0
2024 - CANBERRA 125,2023.0,12-31-2023,10:00:00,15.5,15.0,OUT,18.4,55.0,Cloudy,CANBERRA,,Oceania,,10.0
2024 - CANBERRA 125,2023.0,12-31-2023,13:30:00,26.1,,OUT,28.3,32.2,,CANBERRA,,Oceania,,13.0
2024 - CANBERRA 125,2023.0,12-31-2023,17:30:00,19.5,,OUT,21.6,48.3,,CANBERRA,,Oceania,,17.0
2024 - CANBERRA 125,2023.0,1/01/2024,10:00:00,22.3,28.0,OUT,22.8,47.0,,CANBERRA,,Oceania,1.0,10.0
2024 - CANBERRA 125,2023.0,1/01/2024,13:00:00,24.2,,OUT,25.7,44.0,Sunny,CANBERRA,,Oceania,1.0,13.0
2024 - CANBERRA 125,2023.0,1/01/2024,16:15:00,30.1,,OUT,34.4,30.0,Partial Clouds,CANBERRA,,Oceania,1.0,16.0
2024 - CANBERRA 125,2023.0,1/01/2024,17:00:00,25.2,,OUT,28.4,36.4,Partial Clouds,CANBERRA,,Oceania,1.0,17.0
2024 - CANBERRA 125,2023.0,1/02/2024,10:00:00,20.6,25.0,OUT,23.1,61.6,Cloudy,CANBERRA,,Oceania,1.0,10.0
2024 - CANBERRA 125,2023.0,1/02/2024,13:00:00,30.1,,IN – MODIFICATION OF PLAY,32.9,45.2,Sunny,CANBERRA,,Oceania,1.0,13.0
2024 - CANBERRA 125,2023.0,1/02/2024,13:30:00,27.8,,OUT,28.3,43.8,Sunny,CANBERRA,,Oceania,1.0,13.0
2024 - AUCKLAND,2023.0,12-31-2023,10:30:00,25.8,13.0,OUT,29.6,51.8,Partial Clouds,AUCKLAND,250,Oceania,,10.0
2024 - AUCKLAND,2023.0,1/01/2024,11:30:00,20.3,,OUT,24.9,34.7,"Clear,Sunny",AUCKLAND,250,Oceania,1.0,11.0
2024 - AUCKLAND,2023.0,1/01/2024,16:00:00,20.2,,OUT,25.2,34.4,"Sunny ,Clear,Breezy",AUCKLAND,250,Oceania,1.0,16.0
2024 - AUCKLAND,2023.0,12-30-2023,10:30:00,25.6,,,28.6,65.5,"Semi cloudy,no rain",AUCKLAND,250,Oceania,,10.0
2024 - AUCKLAND,2023.0,12-30-2023,17:00:00,25.6,,OUT,28.5,53.0,Sunny,AUCKLAND,250,Oceania,,17.0
2024 - AUCKLAND,2023.0,1/02/2024,14:30:00,20.5,,OUT,24.9,30.9,Sunny,AUCKLAND,250,Oceania,1.0,14.0
2024 - AUCKLAND,2023.0,1/02/2024,16:00:00,18.8,,OUT,24.1,36.1,Sunny,AUCKLAND,250,Oceania,1.0,16.0
2024 - AUCKLAND,2023.0,1/03/2024,16:00:00,23.1,,OUT,29.7,34.6,"Sunny ,Partial Clouds,Dry",AUCKLAND,250,Oceania,1.0,16.0
2024 - AUCKLAND,2023.0,1/03/2024,18:30:00,23.4,,OUT,27.2,44.6,"Sunny ,Partial Clouds",AUCKLAND,250,Oceania,1.0,18.0
2024 - AUCKLAND,2023.0,1/04/2024,11:30:00,22.3,,OUT,27.9,38.3,"Sunny ,Partial Clouds,Dry",AUCKLAND,250,Oceania,1.0,11.0
2024 - AUCKLAND,2023.0,1/04/2024,16:00:00,22.1,,OUT,27.2,45.6,"Sunny ,Partial Clouds,Dry",AUCKLAND,250,Oceania,1.0,16.0
2024 - AUCKLAND,2023.0,1/04/2024,14:00:00,24.2,,OUT,30.4,33.3,Sunny,AUCKLAND,250,Oceania,1.0,14.0
2024 - AUCKLAND,2023.0,1/04/2024,18:00:00,21.1,,OUT,25.2,53.3,"Cloudy,Dry",AUCKLAND,250,Oceania,1.0,18.0
2024 - AUCKLAND,2023.0,1/05/2024,12:00:00,19.6,,OUT,22.8,54.4,Cloudy,AUCKLAND,250,Oceania,1.0,12.0
2024 - AUCKLAND,2023.0,1/06/2024,14:30:00,21.7,,OUT,24.7,63.5,"Cloudy,Humid",AUCKLAND,250,Oceania,1.0,14.0
2024 - AUCKLAND,2023.0,1/06/2024,18:00:00,22.0,,OUT,25.7,46.8,Sunny,AUCKLAND,250,Oceania,1.0,18.0
2024 - AUCKLAND,2023.0,1/07/2024,16:30:00,25.1,,OUT,28.8,51.8,Sunny,AUCKLAND,250,Oceania,1.0,16.0
2024 - UNITED CUP,2023.0,12-29-2023,12:00:00,22.1,24.0,OUT,26.7,42.9,Partial Clouds,SYDNEY,500,Oceania,,12.0
2024 - UNITED CUP,2023.0,12-30-2023,12:30:00,27.6,21.0,OUT,33.2,25.3,Sunny,SYDNEY,500,Oceania,,12.0
2024 - UNITED CUP,2023.0,12-29-2023,16:30:00,22.4,20.0,OUT,24.1,35.0,Partial Clouds,SYDNEY,500,Oceania,,16.0
2024 - UNITED CUP,2023.0,12-30-2023,16:30:00,19.1,20.0,OUT,23.2,50.0,Sunny,SYDNEY,500,Oceania,,16.0
2024 - UNITED CUP,2023.0,1/01/2024,12:00:00,28.9,22.0,OUT,33.9,28.8,Sunny,SYDNEY,500,Oceania,1.0,12.0
2024 - UNITED CUP,2023.0,1/01/2024,14:30:00,20.3,22.0,OUT,24.3,51.2,Sunny,SYDNEY,500,Oceania,1.0,14.0
2024 - UNITED CUP,2023.0,12-31-2023,9:30:00,27.5,21.0,OUT,32.2,34.7,"Sunny ,Windy,Dry",SYDNEY,500,Oceania,,9.0
2024 - UNITED CUP,2023.0,12-31-2023,16:30:00,19.3,21.0,OUT,23.2,52.5,"Partial Clouds,Sunny",SYDNEY,500,Oceania,,16.0
2024 - UNITED CUP,2023.0,1/02/2024,9:30:00,19.3,20.0,OUT,23.3,52.5,"Partial Clouds,Sunny",SYDNEY,500,Oceania,1.0,9.0
2024 - UNITED CUP,2023.0,1/03/2024,11:30:00,26.3,15.0,OUT,30.7,31.8,"Sunny ,Dry",SYDNEY,500,Oceania,1.0,11.0
2024 - UNITED CUP,2023.0,1/03/2024,18:55:00,19.8,15.0,OUT,28.4,27.4,Cloudy,SYDNEY,500,Oceania,1.0,18.0
2024 - UNITED CUP,2023.0,1/05/2024,17:00:00,21.4,28.0,OUT,25.4,54.0,Partial Clouds,SYDNEY,500,Oceania,1.0,17.0
2024 - UNITED CUP,2023.0,1/06/2024,12:30:00,20.8,52.0,OUT,20.8,52.5,Partial Clouds,SYDNEY,500,Oceania,1.0,12.0
2024 - UNITED CUP,2023.0,1/06/2024,17:00:00,21.4,52.0,OUT,24.4,55.8,Partial Clouds,SYDNEY,500,Oceania,1.0,17.0
2024 - UNITED CUP,2023.0,1/07/2024,17:00:00,21.4,47.0,OUT,23.4,65.3,Sunny,SYDNEY,500,Oceania,1.0,17.0
2024 - UNITED CUP,2023.0,12-30-2023,10:00:00,18.9,49.0,OUT,23.4,52.0,Sunny,SYDNEY,500,Oceania,,10.0
2024 - UNITED CUP,2023.0,12-30-2023,17:00:00,20.3,48.0,OUT,22.4,62.5,Partial Clouds,SYDNEY,500,Oceania,,17.0
2024 - UNITED CUP,2023.0,12-31-2023,10:00:00,18.3,54.0,OUT,21.7,61.4,Cloudy,SYDNEY,500,Oceania,,10.0
2024 - UNITED CUP,2023.0,1/01/2024,10:00:00,19.7,50.0,OUT,21.9,73.3,Cloudy,SYDNEY,500,Oceania,1.0,10.0
2024 - UNITED CUP,2023.0,1/01/2024,20:00:00,20.8,39.0,OUT,23.7,69.3,Cloudy,SYDNEY,500,Oceania,1.0,20.0
2024 - UNITED CUP,2023.0,1/02/2024,10:00:00,22.4,42.0,OUT,25.5,60.0,Cloudy,SYDNEY,500,Oceania,1.0,10.0
2024 - UNITED CUP,2023.0,1/02/2024,19:00:00,21.8,42.0,OUT,23.6,74.8,Cloudy,SYDNEY,500,Oceania,1.0,19.0
2024 - UNITED CUP,2023.0,1/03/2024,13:00:00,23.8,29.0,OUT,27.7,54.3,Sunny,SYDNEY,500,Oceania,1.0,13.0
2024 - UNITED CUP,2023.0,1/03/2024,19:00:00,22.0,29.0,OUT,23.4,74.3,Sunny,SYDNEY,500,Oceania,1.0,19.0
2024 - UNITED CUP,2023.0,1/04/2024,17:00:00,21.4,32.0,OUT,22.7,84.3,"Cloudy,Humid",SYDNEY,500,Oceania,1.0,17.0
