Tournament Name,Year,Date,Time,WBGT,AQI Reading,EWCR,Air Temperature,Relative Humidity,Type of Day,Tournament City,Tournament Level,Region,Month,Hour
2022 - TORONTO,2022.0,08-14-2022,13:00:00,23.8,,OUT,30.3,28.1,Sunny,TORONTO,,North America,,13.0
2022 - TORONTO,2022.0,8/06/2022,10:30:00,30.9,59.0,IN – MODIFICATION OF PLAY,35.8,44.3,Sunny,TORONTO,,North America,8.0,10.0
2022 - TORONTO,2022.0,8/06/2022,12:30:00,30.7,,IN – MODIFICATION OF PLAY,37.4,40.7,Sunny,TORONTO,,North America,8.0,12.0
2022 - TORONTO,2022.0,8/06/2022,14:30:00,31.6,,IN – MODIFICATION OF PLAY,35.3,44.4,Sunny,TORONTO,,North America,8.0,14.0
2022 - TORONTO,2022.0,8/06/2022,16:30:00,31.6,,IN – MODIFICATION OF PLAY,33.7,43.3,Sunny,TORONTO,,North America,8.0,16.0
2022 - TORONTO,2022.0,8/07/2022,10:30:00,29.3,,OUT,32.8,50.0,Partial Clouds,TORONTO,,North America,8.0,10.0
2022 - TORONTO,2022.0,8/07/2022,12:00:00,30.3,,IN – MODIFICATION OF PLAY,34.9,49.5,Partial Clouds,TORONTO,,North America,8.0,12.0
2022 - TORONTO,2022.0,8/07/2022,14:00:00,27.7,,OUT,32.3,54.5,Cloudy,TORONTO,,North America,8.0,14.0
2022 - TORONTO,2022.0,8/08/2022,11:00:00,24.6,,OUT,25.6,83.8,Cloudy,TORONTO,,North America,8.0,11.0
2022 - TORONTO,2022.0,8/08/2022,12:30:00,26.0,,OUT,27.9,72.2,Cloudy,TORONTO,,North America,8.0,12.0
2022 - TORONTO,2022.0,8/08/2022,14:30:00,26.2,,OUT,28.8,69.1,Cloudy,TORONTO,,North America,8.0,14.0
2022 - WASHINGTON DC,2022.0,8/02/2022,18:30:00,29.4,,OUT,28.3,67.1,Sunny,WASHINGTON DC,,North America,8.0,18.0
2022 - WASHINGTON DC,2022.0,8/03/2022,11:30:00,30.6,,IN – MODIFICATION OF PLAY,33.1,51.2,Sunny,WASHINGTON DC,,North America,8.0,11.0
2022 - WASHINGTON DC,2022.0,8/03/2022,14:00:00,30.2,,IN – MODIFICATION OF PLAY,32.4,56.7,Sunny,WASHINGTON DC,,North America,8.0,14.0
2022 - WASHINGTON DC,2022.0,8/03/2022,16:00:00,31.1,,IN – MODIFICATION OF PLAY,30.7,64.9,Sunny,WASHINGTON DC,,North America,8.0,16.0
2022 - WASHINGTON DC,2022.0,8/03/2022,18:30:00,24.6,,OUT,27.2,69.9,Sunny,WASHINGTON DC,,North America,8.0,18.0
2022 - WASHINGTON DC,2022.0,8/04/2022,11:30:00,33.0,,IN – MODIFICATION OF PLAY,35.0,49.2,Sunny,WASHINGTON DC,,North America,8.0,11.0
2022 - WASHINGTON DC,2022.0,8/04/2022,14:00:00,32.3,,IN – MODIFICATION OF PLAY,37.8,46.1,Sunny,WASHINGTON DC,,North America,8.0,14.0
2022 - WASHINGTON DC,2022.0,8/04/2022,16:00:00,31.1,,IN – MODIFICATION OF PLAY,33.1,58.5,Sunny,WASHINGTON DC,,North America,8.0,16.0
2022 - WASHINGTON DC,2022.0,8/05/2022,11:30:00,31.6,,IN – MODIFICATION OF PLAY,33.1,64.1,Sunny,WASHINGTON DC,,North America,8.0,11.0
2022 - WASHINGTON DC,2022.0,8/05/2022,14:00:00,31.3,,IN – MODIFICATION OF PLAY,32.6,58.3,Sunny,WASHINGTON DC,,North America,8.0,14.0
2022 - WASHINGTON DC,2022.0,8/05/2022,16:00:00,27.3,,OUT,31.7,58.7,Cloudy,WASHINGTON DC,,North America,8.0,16.0
2022 - WASHINGTON DC,2022.0,8/06/2022,13:30:00,30.2,,IN – MODIFICATION OF PLAY,30.4,67.7,Partial Clouds,WASHINGTON DC,,North America,8.0,13.0
2022 - WASHINGTON DC,2022.0,8/06/2022,15:30:00,30.3,,IN – MODIFICATION OF PLAY,35.0,53.8,Sunny,WASHINGTON DC,,North America,8.0,15.0
2022 - WASHINGTON DC,2022.0,07-31-2022,14:30:00,21.8,,OUT,23.8,69.2,drizzle,WASHINGTON DC,,North America,,14.0
2022 - WASHINGTON DC,2022.0,07-31-2022,16:00:00,20.6,,OUT,22.6,71.0,Raining,WASHINGTON DC,,North America,,16.0
2022 - WASHINGTON DC,2022.0,8/01/2022,11:30:00,27.6,,OUT,29.3,57.7,Sunny,WASHINGTON DC,,North America,8.0,11.0
2022 - WASHINGTON DC,2022.0,8/01/2022,14:00:00,27.3,,OUT,30.4,62.6,Sunny,WASHINGTON DC,,North America,8.0,14.0
2022 - WASHINGTON DC,2022.0,8/01/2022,16:00:00,29.2,,OUT,32.2,51.0,Sunny,WASHINGTON DC,,North America,8.0,16.0
2022 - WASHINGTON DC,2022.0,8/01/2022,18:30:00,22.3,,OUT,22.6,82.5,,WASHINGTON DC,,North America,8.0,18.0
2022 - WASHINGTON DC,2022.0,8/02/2022,11:30:00,29.1,,OUT,31.3,58.5,Sunny,WASHINGTON DC,,North America,8.0,11.0
2022 - WASHINGTON DC,2022.0,8/02/2022,12:00:00,27.9,,OUT,31.7,49.9,Sunny,WASHINGTON DC,,North America,8.0,12.0
2022 - WASHINGTON DC,2022.0,8/02/2022,14:00:00,32.6,,IN – MODIFICATION OF PLAY,35.7,44.2,Sunny,WASHINGTON DC,,North America,8.0,14.0
2022 - WASHINGTON DC,2022.0,8/02/2022,16:00:00,30.1,,IN – MODIFICATION OF PLAY,34.3,47.2,Sunny,WASHINGTON DC,,North America,8.0,16.0
2022 - IASI 125,2022.0,8/05/2022,15:00:00,24.9,,OUT,31.6,41.7,Partial Clouds,IASI,,Europe,8.0,15.0
2022 - IASI 125,2022.0,8/05/2022,18:00:00,23.2,,OUT,30.2,41.6,Partial Clouds,IASI,,Europe,8.0,18.0
2022 - IASI 125,2022.0,8/06/2022,12:30:00,23.0,44.0,OUT,28.3,53.8,Partial Clouds,IASI,,Europe,8.0,12.0
2022 - IASI 125,2022.0,8/06/2022,15:00:00,26.4,,OUT,38.4,39.8,Partial Clouds,IASI,,Europe,8.0,15.0
2022 - IASI 125,2022.0,8/06/2022,18:00:00,23.6,,OUT,31.1,39.9,Partial Clouds,IASI,,Europe,8.0,18.0
2022 - IASI 125,2022.0,8/07/2022,11:30:00,24.3,47.0,OUT,29.2,51.8,Partial Clouds,IASI,,Europe,8.0,11.0
2022 - IASI 125,2022.0,8/07/2022,15:00:00,26.3,,OUT,32.1,42.3,Partial Clouds,IASI,,Europe,8.0,15.0
2022 - IASI 125,2022.0,8/01/2022,9:30:00,20.1,33.0,OUT,22.0,75.5,Cloudy,IASI,,Europe,8.0,9.0
2022 - IASI 125,2022.0,8/01/2022,13:30:00,22.6,29.0,OUT,25.1,59.4,Partial Clouds,IASI,,Europe,8.0,13.0
2022 - IASI 125,2022.0,8/02/2022,10:30:00,18.8,27.0,OUT,21.3,68.3,Cloudy,IASI,,Europe,8.0,10.0
2022 - IASI 125,2022.0,8/02/2022,13:30:00,19.7,27.0,OUT,22.7,66.0,Partial Clouds,IASI,,Europe,8.0,13.0
2022 - IASI 125,2022.0,8/02/2022,16:00:00,21.3,27.0,OUT,24.9,54.4,Cloudy,IASI,,Europe,8.0,16.0
2022 - IASI 125,2022.0,8/03/2022,12:30:00,24.9,30.0,OUT,27.7,46.0,Sunny,IASI,,Europe,8.0,12.0
2022 - IASI 125,2022.0,8/03/2022,15:00:00,20.6,34.0,OUT,26.0,49.1,Cloudy,IASI,,Europe,8.0,15.0
2022 - IASI 125,2022.0,8/04/2022,13:00:00,25.9,29.0,OUT,28.8,49.0,Sunny,IASI,,Europe,8.0,13.0
2022 - IASI 125,2022.0,8/04/2022,16:00:00,22.7,28.0,OUT,25.5,66.0,Cloudy,IASI,,Europe,8.0,16.0
2022 - IASI 125,2022.0,8/05/2022,12:30:00,27.8,30.0,OUT,30.7,43.8,Partial Clouds,IASI,,Europe,8.0,12.0
2022 - SAN JOSE,2022.0,07-30-2022,9:30:00,22.6,14.0,OUT,22.1,54.8,Partial Clouds,SAN JOSE,,North America,,9.0
2022 - SAN JOSE,2022.0,07-30-2022,12:30:00,24.9,,OUT,31.8,34.3,"Sunny ,Partial Clouds",SAN JOSE,,North America,,12.0
2022 - SAN JOSE,2022.0,07-30-2022,15:30:00,23.1,,OUT,27.3,44.4,"Partial Clouds,Windy",SAN JOSE,,North America,,15.0
2022 - SAN JOSE,2022.0,07-31-2022,9:30:00,19.4,,OUT,21.4,56.5,"Cloudy,Humid",SAN JOSE,,North America,,9.0
2022 - SAN JOSE,2022.0,07-31-2022,12:30:00,20.2,,OUT,23.8,56.5,Cloudy,SAN JOSE,,North America,,12.0
2022 - SAN JOSE,2022.0,8/01/2022,9:30:00,18.1,,OUT,20.1,75.2,Cloudy,SAN JOSE,,North America,8.0,9.0
2022 - SAN JOSE,2022.0,8/01/2022,12:30:00,26.4,,OUT,32.4,36.2,Cloudy,SAN JOSE,,North America,8.0,12.0
2022 - SAN JOSE,2022.0,8/01/2022,15:30:00,22.5,,OUT,29.4,35.8,Cloudy,SAN JOSE,,North America,8.0,15.0
2022 - SAN JOSE,2022.0,8/02/2022,9:30:00,26.3,,OUT,29.8,39.4,Sunny,SAN JOSE,,North America,8.0,9.0
2022 - SAN JOSE,2022.0,8/02/2022,12:30:00,29.3,,OUT,37.8,26.5,Sunny,SAN JOSE,,North America,8.0,12.0
2022 - SAN JOSE,2022.0,8/02/2022,15:30:00,27.3,,OUT,33.7,26.6,Sunny,SAN JOSE,,North America,8.0,15.0
2022 - SAN JOSE,2022.0,8/03/2022,10:30:00,24.2,,OUT,29.6,36.6,Sunny,SAN JOSE,,North America,8.0,10.0
2022 - SAN JOSE,2022.0,8/03/2022,13:30:00,27.4,,OUT,35.6,21.9,Sunny,SAN JOSE,,North America,8.0,13.0
2022 - SAN JOSE,2022.0,8/03/2022,18:30:00,24.5,,OUT,29.4,38.6,Sunny,SAN JOSE,,North America,8.0,18.0
2022 - SAN JOSE,2022.0,8/04/2022,10:30:00,25.2,,OUT,30.9,34.3,Sunny,SAN JOSE,,North America,8.0,10.0
2022 - SAN JOSE,2022.0,8/04/2022,13:30:00,30.6,,IN – MODIFICATION OF PLAY,38.2,27.9,Sunny,SAN JOSE,,North America,8.0,13.0
2022 - SAN JOSE,2022.0,8/04/2022,16:00:00,26.7,,OUT,33.8,31.8,Partial Clouds,SAN JOSE,,North America,8.0,16.0
2022 - SAN JOSE,2022.0,8/05/2022,10:30:00,22.3,,OUT,39.3,26.2,Sunny,SAN JOSE,,North America,8.0,10.0
2022 - SAN JOSE,2022.0,8/06/2022,14:30:00,25.8,,OUT,29.4,37.8,Sunny,SAN JOSE,,North America,8.0,14.0
2022 - SAN JOSE,2022.0,8/06/2022,17:30:00,25.3,,OUT,29.5,37.7,Sunny,SAN JOSE,,North America,8.0,17.0
2022 - SAN JOSE,2022.0,8/07/2022,15:30:00,24.9,,OUT,28.3,38.3,Sunny,SAN JOSE,,North America,8.0,15.0
2022 - PRAGUE,2022.0,07-26-2022,10:30:00,22.6,65.0,OUT,26.9,47.5,Partial Clouds,PRAGUE,,Europe,,10.0
2022 - PRAGUE,2022.0,07-26-2022,15:30:00,25.7,,OUT,34.6,23.0,Partial Clouds,PRAGUE,,Europe,,15.0
2022 - PRAGUE,2022.0,07-27-2022,10:30:00,22.1,67.0,OUT,26.8,38.1,Partial Clouds,PRAGUE,,Europe,,10.0
2022 - PRAGUE,2022.0,07-27-2022,12:30:00,22.7,,OUT,24.4,39.5,Partial Clouds,PRAGUE,,Europe,,12.0
2022 - PRAGUE,2022.0,07-27-2022,15:00:00,17.2,,OUT,22.0,45.4,Partial Clouds,PRAGUE,,Europe,,15.0
2022 - PRAGUE,2022.0,07-28-2022,10:30:00,22.0,,OUT,27.4,27.8,Sunny,PRAGUE,,Europe,,10.0
2022 - PRAGUE,2022.0,07-28-2022,13:00:00,24.4,,OUT,32.6,25.0,Sunny,PRAGUE,,Europe,,13.0
2022 - PRAGUE,2022.0,07-28-2022,15:00:00,22.4,,OUT,30.7,24.7,Sunny,PRAGUE,,Europe,,15.0
2022 - PRAGUE,2022.0,07-28-2022,17:30:00,20.9,,OUT,28.3,26.3,Sunny,PRAGUE,,Europe,,17.0
2022 - PRAGUE,2022.0,07-29-2022,10:30:00,19.4,37.0,OUT,24.2,40.6,Partial Clouds,PRAGUE,,Europe,,10.0
2022 - PRAGUE,2022.0,07-29-2022,14:00:00,21.3,,OUT,26.6,41.8,Cloudy,PRAGUE,,Europe,,14.0
2022 - PRAGUE,2022.0,07-30-2022,13:00:00,21.4,39.0,OUT,24.7,48.3,Cloudy,PRAGUE,,Europe,,13.0
2022 - PRAGUE,2022.0,07-30-2022,15:30:00,22.4,,OUT,22.4,30.5,Cloudy,PRAGUE,,Europe,,15.0
2022 - PRAGUE,2022.0,07-31-2022,12:30:00,24.8,34.0,OUT,29.3,29.5,Partial Clouds,PRAGUE,,Europe,,12.0
2022 - PRAGUE,2022.0,07-23-2022,10:30:00,24.6,32.0,OUT,27.2,53.7,"Partial Clouds,Humid",PRAGUE,,Europe,,10.0
2022 - PRAGUE,2022.0,07-23-2022,12:30:00,29.2,,OUT,35.9,35.5,"Partial Clouds,Humid",PRAGUE,,Europe,,12.0
2022 - PRAGUE,2022.0,07-23-2022,16:00:00,25.9,,OUT,28.9,59.9,"Partial Clouds,Humid",PRAGUE,,Europe,,16.0
2022 - PRAGUE,2022.0,07-24-2022,10:30:00,23.2,40.0,OUT,27.1,34.0,Sunny,PRAGUE,,Europe,,10.0
2022 - PRAGUE,2022.0,07-24-2022,13:00:00,25.6,,OUT,31.4,2.6,Sunny,PRAGUE,,Europe,,13.0
2022 - PRAGUE,2022.0,07-25-2022,10:30:00,26.4,34.0,OUT,32.2,31.0,Sunny,PRAGUE,,Europe,,10.0
2022 - PRAGUE,2022.0,07-25-2022,12:30:00,28.5,,OUT,36.3,25.3,Sunny,PRAGUE,,Europe,,12.0
2022 - PRAGUE,2022.0,07-25-2022,14:00:00,28.1,,OUT,35.3,22.6,Sunny,PRAGUE,,Europe,,14.0
2022 - PRAGUE,2022.0,07-25-2022,16:00:00,27.7,,OUT,35.5,19.6,Partial Clouds,PRAGUE,,Europe,,16.0
2022 - PRAGUE,2022.0,07-26-2022,12:30:00,21.4,,OUT,28.0,32.7,Partial Clouds,PRAGUE,,Europe,,12.0
2022 - WARSAW,2022.0,07-28-2022,15:00:00,19.6,,OUT,25.1,31.7,Partial Clouds,WARSAW,,Europe,,15.0
2022 - WARSAW,2022.0,07-29-2022,10:30:00,23.1,,OUT,26.4,40.4,Partial Clouds,WARSAW,,Europe,,10.0
2022 - WARSAW,2022.0,07-30-2022,11:00:00,19.3,,OUT,22.2,52.2,Cloudy,WARSAW,,Europe,,11.0
2022 - WARSAW,2022.0,07-31-2022,11:00:00,18.4,,OUT,20.2,70.7,"Cloudy,Humid",WARSAW,,Europe,,11.0
2022 - WARSAW,2022.0,07-23-2022,10:30:00,24.2,,OUT,28.7,24.5,Partial Clouds,WARSAW,,Europe,,10.0
2022 - WARSAW,2022.0,07-23-2022,12:30:00,28.2,,OUT,33.6,35.1,Sunny,WARSAW,,Europe,,12.0
2022 - WARSAW,2022.0,07-23-2022,14:30:00,27.6,,OUT,33.6,32.7,Partial Clouds,WARSAW,,Europe,,14.0
2022 - WARSAW,2022.0,07-24-2022,11:30:00,19.4,,OUT,23.2,45.1,Cloudy,WARSAW,,Europe,,11.0
2022 - WARSAW,2022.0,07-25-2022,10:30:00,24.2,,OUT,26.7,36.1,Sunny,WARSAW,,Europe,,10.0
2022 - WARSAW,2022.0,07-25-2022,14:00:00,25.4,,OUT,29.1,34.7,Sunny,WARSAW,,Europe,,14.0
2022 - WARSAW,2022.0,07-26-2022,9:30:00,22.7,,OUT,26.7,46.2,Partial Clouds,WARSAW,,Europe,,9.0
2022 - WARSAW,2022.0,07-27-2022,10:30:00,19.8,,OUT,23.4,34.3,Sunny,WARSAW,,Europe,,10.0
2022 - WARSAW,2022.0,07-27-2022,13:30:00,22.3,,OUT,27.8,37.0,Partial Clouds,WARSAW,,Europe,,13.0
2022 - WARSAW,2022.0,07-28-2022,10:30:00,21.6,,OUT,26.3,31.3,Partial Clouds,WARSAW,,Europe,,10.0
2022 - PALERMO,2022.0,07-19-2022,19:30:00,27.0,,OUT,31.3,66.8,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-20-2022,15:30:00,33.1,,IN – MODIFICATION OF PLAY,34.8,55.6,Sunny,PALERMO,,Europe,,15.0
2022 - PALERMO,2022.0,07-20-2022,17:30:00,30.9,48.0,IN – MODIFICATION OF PLAY,32.9,61.7,Sunny,PALERMO,,Europe,,17.0
2022 - PALERMO,2022.0,07-20-2022,19:30:00,26.3,,OUT,29.1,74.5,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-21-2022,15:30:00,33.0,45.0,IN – MODIFICATION OF PLAY,35.8,53.0,Sunny,PALERMO,,Europe,,15.0
2022 - PALERMO,2022.0,07-21-2022,17:30:00,34.1,,IN – MODIFICATION OF PLAY,37.6,49.3,Sunny,PALERMO,,Europe,,17.0
2022 - PALERMO,2022.0,07-21-2022,19:30:00,27.6,46.0,OUT,30.1,64.1,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-22-2022,15:30:00,32.2,44.0,IN – MODIFICATION OF PLAY,35.2,49.4,Sunny,PALERMO,,Europe,,15.0
2022 - PALERMO,2022.0,07-22-2022,17:30:00,29.7,,OUT,33.1,54.3,Sunny,PALERMO,,Europe,,17.0
2022 - PALERMO,2022.0,07-22-2022,19:30:00,25.2,,OUT,29.2,61.3,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-23-2022,19:30:00,26.1,49.0,OUT,29.8,66.8,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-24-2022,19:30:00,25.1,45.0,OUT,29.6,61.5,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-16-2022,15:30:00,29.6,45.0,OUT,32.6,53.0,Sunny,PALERMO,,Europe,,15.0
2022 - PALERMO,2022.0,07-16-2022,18:00:00,29.6,,OUT,32.7,49.6,Sunny,PALERMO,,Europe,,18.0
2022 - PALERMO,2022.0,07-17-2022,15:30:00,29.4,39.0,OUT,31.4,56.7,Sunny,PALERMO,,Europe,,15.0
2022 - PALERMO,2022.0,07-17-2022,17:30:00,32.2,,IN – MODIFICATION OF PLAY,36.0,46.1,Sunny,PALERMO,,Europe,,17.0
2022 - PALERMO,2022.0,07-17-2022,19:30:00,25.6,,OUT,28.8,60.2,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-18-2022,15:30:00,31.1,34.0,IN – MODIFICATION OF PLAY,32.7,60.8,Sunny,PALERMO,,Europe,,15.0
2022 - PALERMO,2022.0,07-18-2022,17:30:00,32.2,,IN – MODIFICATION OF PLAY,34.9,61.6,Sunny,PALERMO,,Europe,,17.0
2022 - PALERMO,2022.0,07-18-2022,19:30:00,22.6,,OUT,30.4,65.6,Sunny,PALERMO,,Europe,,19.0
2022 - PALERMO,2022.0,07-19-2022,15:30:00,30.2,,IN – MODIFICATION OF PLAY,32.6,57.6,Sunny,PALERMO,,Europe,,15.0
2022 - PALERMO,2022.0,07-19-2022,17:30:00,30.6,,IN – MODIFICATION OF PLAY,32.4,58.9,Sunny,PALERMO,,Europe,,17.0
2022 - HAMBURG,2022.0,07-22-2022,10:30:00,16.6,,OUT,19.4,56.2,Cloudy,HAMBURG,,Europe,,10.0
2022 - HAMBURG,2022.0,07-23-2022,10:00:00,14.9,,OUT,17.8,60.6,"Cloudy,Humid",HAMBURG,,Europe,,10.0
2022 - HAMBURG,2022.0,07-16-2022,9:30:00,17.8,,OUT,20.9,43.0,Sunny,HAMBURG,,Europe,,9.0
2022 - HAMBURG,2022.0,07-16-2022,13:00:00,19.0,,OUT,23.2,39.0,Sunny,HAMBURG,,Europe,,13.0
2022 - HAMBURG,2022.0,07-17-2022,10:30:00,19.7,,OUT,22.1,43.0,Sunny,HAMBURG,,Europe,,10.0
2022 - HAMBURG,2022.0,07-19-2022,10:30:00,26.2,,OUT,32.8,38.4,Sunny,HAMBURG,,Europe,,10.0
2022 - HAMBURG,2022.0,07-19-2022,12:30:00,24.9,,OUT,30.8,28.9,Sunny,HAMBURG,,Europe,,12.0
2022 - HAMBURG,2022.0,07-20-2022,12:30:00,28.9,,IN – MODIFICATION OF PLAY,35.2,,Sunny,HAMBURG,,Europe,,12.0
2022 - HAMBURG,2022.0,07-20-2022,14:30:00,28.2,,OUT,37.1,23.0,Sunny,HAMBURG,,Europe,,14.0
2022 - HAMBURG,2022.0,07-20-2022,10:30:00,25.5,,OUT,32.6,34.2,Sunny,HAMBURG,,Europe,,10.0
2022 - HAMBURG,2022.0,07-20-2022,16:30:00,29.8,,OUT,40.3,19.0,Sunny,HAMBURG,,Europe,,16.0
2022 - HAMBURG,2022.0,07-21-2022,10:30:00,19.4,,OUT,21.5,72.7,,HAMBURG,,Europe,,10.0
2022 - LAUSANNE,2022.0,7/10/2022,10:30:00,22.3,38.0,OUT,24.1,50.9,Sunny,LAUSANNE,,Europe,7.0,10.0
2022 - LAUSANNE,2022.0,7/10/2022,13:30:00,25.2,38.0,OUT,29.2,28.5,Sunny,LAUSANNE,,Europe,7.0,13.0
2022 - LAUSANNE,2022.0,7/11/2022,10:30:00,20.4,35.0,OUT,25.4,39.8,Sunny,LAUSANNE,,Europe,7.0,10.0
2022 - LAUSANNE,2022.0,07-13-2022,18:00:00,26.8,38.0,,34.7,23.5,Sunny,LAUSANNE,,Europe,,18.0
2022 - LAUSANNE,2022.0,07-14-2022,12:00:00,25.7,38.0,OUT,30.1,32.3,Sunny,LAUSANNE,,Europe,,12.0
2022 - LAUSANNE,2022.0,07-14-2022,15:30:00,28.2,38.0,OUT,35.4,20.0,Sunny,LAUSANNE,,Europe,,15.0
2022 - LAUSANNE,2022.0,07-14-2022,16:00:00,28.7,38.0,OUT,36.0,22.8,Sunny,LAUSANNE,,Europe,,16.0
2022 - LAUSANNE,2022.0,07-15-2022,11:30:00,25.7,42.0,OUT,31.4,42.8,Sunny,LAUSANNE,,Europe,,11.0
2022 - LAUSANNE,2022.0,07-15-2022,16:30:00,27.6,83.0,OUT,32.8,30.0,Sunny,LAUSANNE,,Europe,,16.0
2022 - LAUSANNE,2022.0,07-16-2022,10:30:00,22.7,44.0,OUT,28.5,37.5,Sunny,LAUSANNE,,Europe,,10.0
2022 - LAUSANNE,2022.0,07-16-2022,12:30:00,25.1,44.0,OUT,28.9,37.5,Sunny,LAUSANNE,,Europe,,12.0
2022 - LAUSANNE,2022.0,07-16-2022,15:00:00,26.8,70.0,OUT,32.8,34.3,Sunny,LAUSANNE,,Europe,,15.0
2022 - LAUSANNE,2022.0,07-17-2022,12:30:00,23.2,40.0,OUT,26.9,37.2,Sunny,LAUSANNE,,Europe,,12.0
2022 - BUDAPEST,2022.0,7/12/2022,15:30:00,22.7,,OUT,29.2,17.0,Sunny,BUDAPEST,,Europe,7.0,15.0
2022 - BUDAPEST,2022.0,07-13-2022,10:30:00,23.2,,OUT,29.5,25.4,Sunny,BUDAPEST,,Europe,,10.0
2022 - BUDAPEST,2022.0,07-13-2022,14:00:00,24.0,,OUT,31.7,20.3,Sunny,BUDAPEST,,Europe,,14.0
2022 - BUDAPEST,2022.0,07-13-2022,15:30:00,26.8,,OUT,34.9,14.6,Sunny,BUDAPEST,,Europe,,15.0
2022 - BUDAPEST,2022.0,07-14-2022,10:30:00,26.7,,OUT,36.3,19.3,Sunny,BUDAPEST,,Europe,,10.0
2022 - BUDAPEST,2022.0,07-14-2022,13:00:00,25.9,,OUT,34.6,19.5,Sunny,BUDAPEST,,Europe,,13.0
2022 - BUDAPEST,2022.0,07-14-2022,16:00:00,26.8,,OUT,35.7,15.8,Sunny,BUDAPEST,,Europe,,16.0
2022 - BUDAPEST,2022.0,07-15-2022,10:30:00,18.3,,OUT,20.9,68.5,Cloudy,BUDAPEST,,Europe,,10.0
2022 - BUDAPEST,2022.0,07-15-2022,13:30:00,19.4,,OUT,27.4,24.0,Cloudy,BUDAPEST,,Europe,,13.0
2022 - BUDAPEST,2022.0,07-15-2022,15:30:00,21.9,,OUT,29.9,19.7,Sunny,BUDAPEST,,Europe,,15.0
2022 - BUDAPEST,2022.0,07-16-2022,15:30:00,24.2,,OUT,32.8,18.5,Sunny,BUDAPEST,,Europe,,15.0
2022 - BUDAPEST,2022.0,07-17-2022,14:30:00,20.6,,OUT,29.6,15.8,Sunny,BUDAPEST,,Europe,,14.0
2022 - BUDAPEST,2022.0,07-17-2022,16:00:00,23.9,,OUT,,,,BUDAPEST,,Europe,,16.0
2022 - BUDAPEST,2022.0,7/09/2022,10:00:00,21.2,,OUT,25.0,34.3,Sunny,BUDAPEST,,Europe,7.0,10.0
2022 - BUDAPEST,2022.0,7/09/2022,14:00:00,21.5,,OUT,27.6,23.5,Sunny,BUDAPEST,,Europe,7.0,14.0
2022 - BUDAPEST,2022.0,7/09/2022,16:00:00,21.2,,OUT,26.8,25.9,Sunny,BUDAPEST,,Europe,7.0,16.0
2022 - BUDAPEST,2022.0,7/10/2022,10:30:00,18.3,,OUT,23.3,38.7,Cloudy,BUDAPEST,,Europe,7.0,10.0
2022 - BUDAPEST,2022.0,7/10/2022,13:30:00,20.5,,OUT,26.0,27.0,Windy,BUDAPEST,,Europe,7.0,13.0
2022 - BUDAPEST,2022.0,7/11/2022,10:30:00,20.2,,OUT,24.3,28.1,Sunny,BUDAPEST,,Europe,7.0,10.0
2022 - BUDAPEST,2022.0,7/11/2022,13:30:00,16.6,,OUT,22.7,29.1,Cloudy,BUDAPEST,,Europe,7.0,13.0
2022 - BUDAPEST,2022.0,7/11/2022,16:30:00,19.2,,OUT,23.6,32.3,Cloudy,BUDAPEST,,Europe,7.0,16.0
2022 - BUDAPEST,2022.0,7/12/2022,10:30:00,20.7,,OUT,26.7,28.1,Cloudy,BUDAPEST,,Europe,7.0,10.0
2022 - BUDAPEST,2022.0,7/12/2022,13:00:00,18.4,,OUT,24.3,32.1,Cloudy,BUDAPEST,,Europe,7.0,13.0
2022 - BASTAD 125,2022.0,7/04/2022,11:00:00,22.2,,OUT,23.6,49.0,"Cloudy,Partial Clouds",BASTAD,,Europe,7.0,11.0
2022 - BASTAD 125,2022.0,7/05/2022,10:00:00,16.6,,OUT,20.8,49.5,Partial Clouds,BASTAD,,Europe,7.0,10.0
2022 - BASTAD 125,2022.0,7/06/2022,10:00:00,17.4,,OUT,21.7,42.7,Partial Clouds,BASTAD,,Europe,7.0,10.0
2022 - BASTAD 125,2022.0,7/06/2022,10:00:00,16.7,,OUT,22.2,42.7,Partial Clouds,BASTAD,,Europe,7.0,10.0
2022 - BASTAD 125,2022.0,7/07/2022,13:00:00,17.2,,OUT,20.5,73.7,Partial Clouds,BASTAD,,Europe,7.0,13.0
2022 - BASTAD 125,2022.0,7/07/2022,10:00:00,19.8,,OUT,22.1,56.7,Partial Clouds,BASTAD,,Europe,7.0,10.0
2022 - BASTAD 125,2022.0,7/08/2022,13:00:00,20.7,,OUT,22.2,54.4,Partial Clouds,BASTAD,,Europe,7.0,13.0
2022 - BASTAD 125,2022.0,7/08/2022,13:00:00,17.3,,OUT,21.4,52.4,Partial Clouds,BASTAD,,Europe,7.0,13.0
2022 - BASTAD 125,2022.0,7/09/2022,13:00:00,19.3,,OUT,22.4,41.6,"Partial Clouds,Sunny",BASTAD,,Europe,7.0,13.0
