Date,Date of Session,Day of Session,Month of Session,Numerical Value of Month,Year,Date_c,Epoch,Date Reverse,Week,Entered On,Index,WTA Tournament,Log Date,Match Start Time,Time of Reading,WBGT,Air Temperature (TA),Black Globe Temperature (Globe Temp),Relative Humidity,Type of Day,AQI Reading,EWCR,Completion Status,Tournament Name,Tournament Year,Tournament Number,Tournament Surface,Tournament Level,event-uuid,group-uuid
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-18-2024,,11:30 AM,29.2,33.3,45.3,48.9,"[Sunny, Humid]",,OUT,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-18-2024,,2:30 PM,30.3,35.1,42.4,50.9,"[Sunny, Humid]",,IN - Modification of Play,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-18-2024,,4:00 PM,30.5,35.1,42.6,51.8,"[Sunny, Humid]",,IN - Modification of Play,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-19-2024,10:00 AM,9:30 AM,27.1,31.1,41.9,47.4,"[Sunny, Humid]",51,OUT,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-19-2024,,11:30 AM,28.7,32.8,45.9,45,"[Sunny, Humid]",,OUT,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-19-2024,,3:30 PM,28.7,32.8,45.9,45,"[Sunny, Humid]",,OUT,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-20-2024,1:00 PM,12:30 PM,23.8,28.4,35.4,45.5,[Cloudy],60,OUT,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-20-2024,,,,,,,[],,,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-20-2024,,4:00 PM,21.8,25.8,28.4,55.4,[Cloudy],,OUT,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
19/07/2024,07-19-2024,Fri,Jul,7,2024,19/07/2024,,19/07/2024,29,07-19-2024,,2024 - BUDAPEST 250,07-21-2024,4:00 PM,3:30 PM,21.8,25.8,28.4,55.4,[Cloudy],65,OUT,Complete,2024 - BUDAPEST 250,,2036,CLAY,250,5233e013-2e42-4d01-9db9-a99b6aae2f5c,2222175d-1715-44ae-9f25-e858cee523ce
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,1.72092E+12,14/07/2024,28,07-14-2024,1,2024 - PALERMO 250,,,,,,,,[],,,Complete,2024 - PALERMO 250,2024,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-13-2024,4:00 PM,3:30 PM,27.7,32.5,30.9,45.5,[Sunny],60,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-13-2024,,5:00 PM,29.9,34.7,46.3,42.6,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-13-2024,,6:30 PM,29.8,32.6,42.5,59.3,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-13-2024,,8:00 PM,26.5,28.9,28.2,76.6,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-14-2024,5:00 PM,4:30 PM,31.3,35.6,43.3,51.3,[Sunny],67,IN - Modification of Play,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-14-2024,,6:00 PM,31.3,38.8,42.2,38.2,[Sunny],,IN - Modification of Play,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-14-2024,,7:00 PM,27.7,33.3,40.2,51,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-15-2024,5:00 PM,4:00 PM,32.4,32.4,49.1,49.9,[Sunny],65,IN - Monitor for Suspension,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-15-2024,,7:00 PM,29.2,31.4,38.5,66.4,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-16-2024,4:30 PM,4:00 PM,33.1,39.2,52.7,40.8,[Sunny],62,IN - Monitor for Suspension,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-16-2024,,7:00 PM,28.6,32.7,40.5,51.3,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-16-2024,,9:00 PM,26.2,29.2,27.3,74.3,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-17-2024,4:30 PM,4:15 PM,30.8,35.9,46.5,47.7,[Sunny],56,IN - Modification of Play,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-17-2024,,5:30 PM,31.6,35.6,49.5,47,[Sunny],,IN - Modification of Play,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-17-2024,,6:30 PM,29.1,30.9,39.6,65.4,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-17-2024,,8:00 PM,26.2,28.5,28.2,77.4,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-18-2024,5:30 PM,5:00 PM,32,34.6,46.4,59.2,[Sunny],52,IN - Modification of Play,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-18-2024,,7:00 PM,29.9,32.3,39.6,64,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-18-2024,,8:00 PM,27.1,28.4,27.8,87,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-19-2024,4:30 PM,4:00 PM,32.3,34.9,47.3,58,[Sunny],51,IN - Monitor for Suspension,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-19-2024,,5:00 PM,31.7,34.5,46.7,56.4,[Sunny],,IN - Modification of Play,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-19-2024,,5:45 PM,30.7,32.9,43.9,64.2,[Sunny],,IN - Modification of Play,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-19-2024,,7:00 PM,29.6,32.2,39.7,63.4,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-19-2024,,8:30 PM,25.1,27.8,27.3,73,[Sunny],,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-20-2024,5:30 PM,5:00 PM,29.6,32.3,44.9,55.5,[Sunny],46,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-20-2024,,,,,,,[],,,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
14/07/2024,07-14-2024,Sun,Jul,7,2024,14/07/2024,,14/07/2024,28,07-14-2024,,2024 - PALERMO 250,07-21-2024,8:30 PM,8:00 PM,24.7,29.6,28.8,59,[],47,OUT,Complete,2024 - PALERMO 250,,466,CLAY,250,71b23160-f5b4-4d52-9ace-99ac37bde0a6,6b007733-1ab6-48b7-9493-44a6beb2cb47
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,1.7204E+12,8/07/2024,28,7/08/2024,1,2024 - BASTAD 125,7/08/2024,11:00 AM,10:30 AM,17.7,19.4,27.8,48.9,[Partial Clouds],25,OUT,Complete,2024 - BASTAD 125,2024,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/08/2024,11:00 AM,3:00 PM,22,22,31.2,47,[Partial Clouds],,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/08/2024,11:00 AM,5:00 PM,18.8,21.2,32.3,48.5,[Partial Clouds],,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/09/2024,11:00 AM,10:30 AM,20.7,22.3,37.6,52,[Sunny],24,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/09/2024,11:00 AM,1:00 PM,22,24.5,38.9,52,"[Partial Clouds, Windy]",,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/10/2024,11:00 AM,10:30 AM,24.7,27.5,38.2,52.6,[Partial Clouds],33,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/10/2024,11:00 AM,1:30 PM,,,,,"[Cloudy, Humid]",,Suspended,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/10/2024,11:00 AM,5:00 PM,18.9,21.4,35,73.3,"[Cloudy, Humid]",,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/11/2024,11:00 AM,10:30 AM,18,22.3,32,54,"[Partial Clouds, Humid]",23,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/11/2024,11:00 AM,3:00 PM,18.9,24.1,35.5,51,[Cloudy],,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/12/2024,11:00 AM,10:30 AM,23.4,24,37.2,65.4,[Partial Clouds],47,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,7/12/2024,11:00 AM,2:30 PM,24,25.8,41.6,51.1,"[Partial Clouds, Humid]",,OUT,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
8/07/2024,7/08/2024,Mon,Jul,7,2024,8/07/2024,,8/07/2024,28,7/08/2024,,2024 - BASTAD 125,07-13-2024,11:00 AM,11:00 AM,,,,,[Cloudy],,Suspended,Complete,2024 - BASTAD 125,,2003,CLAY,125,8ac9f70c-e68e-49c6-a99c-1e0094a43fa1,9bfa7155-30ac-4179-b75f-f57ef75a8af6
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,1.72031E+12,7/07/2024,27,7/07/2024,1,2024 - CONTREXEVILLE 125,7/07/2024,11:00 AM,10:30 AM,19,19.6,29.1,58.1,[Sunny],34,OUT,Complete,2024 - CONTREXEVILLE 125,2024,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/07/2024,11:00 AM,1:00 PM,23.7,26.7,44.2,32.7,[Partial Clouds],35,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/07/2024,11:00 AM,3:00 PM,18.1,23.1,27.1,38.1,[Partial Clouds],35,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/08/2024,11:00 AM,10:30 AM,18.4,23,35.7,36.6,[Sunny],31,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/08/2024,11:00 AM,1:30 PM,22.2,26.8,31.6,40.5,[Sunny],31,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/08/2024,11:00 AM,5:00 PM,19.1,25.4,25.9,35.3,[Sunny],20,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/09/2024,11:00 AM,10:30 AM,27,28.9,50.8,43.5,[Sunny],40,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/09/2024,11:00 AM,1:30 PM,27.7,33.8,44.7,34.8,[Sunny],40,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/09/2024,11:00 AM,5:30 PM,23.7,30.1,30.3,45.4,[Cloudy],40,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/10/2024,11:00 AM,10:30 AM,21.1,23.2,25,72.9,"[Cloudy, Humid]",34,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/10/2024,11:00 AM,1:30 PM,24.3,28.8,33.7,53.8,[Cloudy],21,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/10/2024,11:00 AM,6:00 PM,21.1,24,23.8,69.8,[Cloudy],21,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/11/2024,11:00 AM,10:30 AM,20.3,21.4,23.4,26.9,[Cloudy],22,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/11/2024,11:00 AM,1:30 PM,20.9,24.3,28.1,57,[Cloudy],19,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/11/2024,11:00 AM,5:00 PM,22.3,26.3,30.1,52.1,[Cloudy],21,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/12/2024,11:00 AM,10:30 AM,24.7,27.2,42.9,53.4,"[Sunny, Partial Clouds]",20,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/12/2024,11:00 AM,1:45 PM,24.9,24.4,41.4,50.2,"[Sunny, Partial Clouds]",21,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,7/12/2024,11:00 AM,5:00 PM,18.9,22.2,26.2,57.1,[Partial Clouds],21,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
7/07/2024,7/07/2024,Sun,Jul,7,2024,7/07/2024,,7/07/2024,27,7/07/2024,,2024 - CONTREXEVILLE 125,07-13-2024,2:00 PM,1:30 PM,21.7,23.1,47.1,38.5,"[Sunny, Partial Clouds]",27,OUT,Complete,2024 - CONTREXEVILLE 125,,2071,CLAY,125,7d030c88-b224-432e-9de1-49e1703d47e1,97236069-6e17-4e18-917b-82ced44422dc
