Date,Date of Session,Day of Session,Month of Session,Numerical Value of Month,Year,Date_c,Epoch,Date Reverse,Week,Entered On,Index,WTA Tournament,Log Date,Match Start Time,Time of Reading,WBGT,Air Temperature (TA),Black Globe Temperature (Globe Temp),Relative Humidity,Type of Day,AQI Reading,EWCR,Completion Status,Tournament Name,Tournament Year,Tournament Number,Tournament Surface,Tournament Level,event-uuid,group-uuid
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,1.7356E+12,31/12/2024,52,12-31-2024,1,2025 - AUCKLAND 250,12-28-2024,11:00 AM,10:30 AM,20.4,23.1,33.4,43.5,[Sunny],,OUT,Complete,2025 - AUCKLAND 250,2025,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-28-2024,11:00 AM,1:00 PM,21.8,26.1,32.2,42.9,[Partial Clouds],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-28-2024,11:00 AM,3:30 PM,22.6,29.6,30.3,38.9,[Sunny],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-29-2024,11:00 AM,10:30 AM,20.5,24.2,30.5,47.6,[Sunny],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-29-2024,11:00 AM,1:00 PM,24,29.3,34.8,39.7,[Sunny],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-30-2024,11:30 AM,11:00 AM,25,28.9,37.8,40.8,[Partial Clouds],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-30-2024,11:00 AM,6:00 PM,19,21.7,29.3,45.7,[Partial Clouds],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-31-2024,11:30 AM,11:00 AM,17.8,22.1,29.7,41.5,[Sunny],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-31-2024,11:30 AM,2:00 PM,20.1,23.6,35.2,41.4,[Sunny],,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,12-31-2024,11:30 AM,6:00 PM,18.6,21.4,33.4,44.8,[Sunny],13,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/01/2025,11:30 AM,11:00 AM,21.3,25.3,37.2,40.1,[Sunny],17,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/01/2025,11:30 AM,4:00 PM,21.2,23.6,38.4,45,[Cloudy],18,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/02/2025,11:30 AM,11:00 AM,20,23.2,31.9,48.9,[Cloudy],13,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/02/2025,11:30 AM,2:00 PM,19.1,22.6,30.8,46.3,[Sunny],12,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/02/2025,11:30 AM,6:00 PM,17.2,20.7,24.5,52.4,[Cloudy],11,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/03/2025,11:30 AM,11:00 AM,20.7,23.2,30.3,49.2,[Cloudy],11,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/03/2025,11:30 AM,2:30 PM,22.3,25.2,36,45.8,[Sunny],17,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/03/2025,11:30 AM,6:00 PM,16.3,21,23.6,43.7,[Cloudy],20,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/04/2025,11:00 AM,10:30 AM,16.6,20.2,26,51.9,[Cloudy],10,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/04/2025,3:00 PM,2:30 PM,21.3,25.4,36.2,40.8,[Sunny],6,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/04/2025,5:30 PM,5:00 PM,20.5,24.9,34.8,39.4,[Sunny],11,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
31/12/2024,12-31-2024,Tue,Dec,12,2024,31/12/2024,,31/12/2024,52,12-31-2024,,2025 - AUCKLAND 250,1/05/2025,5:00 PM,4:30 PM,20.1,23.4,36.6,40.1,[Sunny],10,OUT,Complete,2025 - AUCKLAND 250,,1049,HARD,250,669fd615-d8fd-40c1-855c-e4953b3ac20d,3ed459c1-852a-4bba-9824-b493a1571615
30/12/2024,12-30-2024,Mon,Dec,12,2024,30/12/2024,1.73551E+12,30/12/2024,52,12-30-2024,1,2025 - BRISBANE 500,12-27-2024,11:00 AM,10:30 AM,22.8,28.3,30.4,45.8,[Sunny],,,Incomplete,2025 - BRISBANE 500,2025,800,HARD,500,198077bc-3b74-4f9f-8cd1-54295d49e284,55681d91-c601-4369-a121-92380ddb983f
30/12/2024,12-30-2024,Mon,Dec,12,2024,30/12/2024,,30/12/2024,52,12-30-2024,,2025 - BRISBANE 500,12-27-2024,11:00 AM,1:00 PM,28.6,34.8,51.9,28.4,[Sunny],,,Incomplete,2025 - BRISBANE 500,,800,HARD,500,198077bc-3b74-4f9f-8cd1-54295d49e284,55681d91-c601-4369-a121-92380ddb983f
30/12/2024,12-30-2024,Mon,Dec,12,2024,30/12/2024,,30/12/2024,52,12-30-2024,,2025 - BRISBANE 500,12-27-2024,11:00 AM,3:00 PM,28.6,32.2,41.8,52.2,[Sunny],,,Incomplete,2025 - BRISBANE 500,,800,HARD,500,198077bc-3b74-4f9f-8cd1-54295d49e284,55681d91-c601-4369-a121-92380ddb983f
30/12/2024,12-30-2024,Mon,Dec,12,2024,30/12/2024,1.73551E+12,30/12/2024,52,12-30-2024,1,2025 - ADELAIDE 500,12-30-2024,,,,,,,[],,,Incomplete,2025 - ADELAIDE 500,2025,2014,HARD,500,1f6ff3eb-6117-42a2-9d84-663a26b84df4,2b2c1a91-f013-43f8-ab04-3812110aefa0
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,1.73543E+12,29/12/2024,52,12-29-2024,1,2025 - CANBERRA 125,12-29-2024,10:30 AM,10:15 AM,21.7,29.9,38.9,24.2,[Sunny],43,OUT,Complete,2025 - CANBERRA 125,2025,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-29-2024,12:30 PM,12:30 PM,24.4,31.1,47.2,18.7,[Sunny],13,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-29-2024,3:00 PM,3:00 PM,24.6,31.1,51.5,18.7,[Sunny],,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-29-2024,5:30 PM,5:30 PM,24.1,30.4,47.8,22.4,[Sunny],,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-30-2024,10:30 AM,10:00 AM,25.8,25.4,44.4,43.2,[Sunny],24,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-30-2024,10:30 AM,1:00 PM,24.8,30.6,46,20.4,[Sunny],,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/06/2025,10:30 AM,3:30 PM,25.8,35.1,55.7,20.2,[Sunny],,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-31-2024,10:30 AM,10:00 AM,20.6,24,28.1,55.5,[Partial Clouds],51,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-31-2024,10:30 AM,1:30 PM,29,33.1,50.2,37.2,[Sunny],,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,12-31-2024,10:30 AM,3:30 PM,24.4,31.7,41.7,32.1,[Partial Clouds],29,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/01/2025,10:30 AM,10:00 AM,28.8,33.4,48.4,38.7,[Sunny],24,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/01/2025,10:30 AM,1:00 PM,28.8,32.9,44.4,30,[Sunny],,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/01/2025,10:30 AM,3:00 PM,25.6,33.3,52.9,15.5,[Sunny],,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/02/2025,10:30 AM,10:00 AM,17.8,20.9,24.6,57.3,"[Cloudy, Windy]",7,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/02/2025,10:30 AM,1:00 PM,21.2,25.2,32.4,46.3,"[Partial Clouds, Windy]",,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/02/2025,10:30 AM,3:00 PM,20.4,25.1,30.4,42.1,"[Partial Clouds, Windy]",,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/03/2025,11:00 AM,10:30 AM,28.9,35.3,55.4,35.9,[Sunny],27,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
29/12/2024,12-29-2024,Sun,Dec,12,2024,29/12/2024,,29/12/2024,52,12-29-2024,,2025 - CANBERRA 125,1/04/2025,2:00 PM,1:30 PM,28.8,35.8,56,28.7,[Sunny],17,OUT,Complete,2025 - CANBERRA 125,,2096,HARD,125,2614043c-4a37-45d1-912d-9e8c5e92c3b5,83b0ff02-3bc0-4439-8d6d-18e6bc535897
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,1.73301E+12,1/12/2024,48,12/01/2024,1,2024 - FLORIANOPOLIS 125,12/01/2024,11:00 AM,10:30 PM,26.3,27.9,40.1,60,[Sunny],23,OUT,Incomplete,2024 - FLORIANOPOLIS 125,2024,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/01/2024,11:00 AM,12:30 PM,27.1,28.4,42.1,66.6,[Sunny],24,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/02/2024,10:00 AM,9:30 AM,23.4,25.1,28.9,65.8,[Sunny],24,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/02/2024,10:00 AM,12:30 PM,25.6,29.3,27.2,69.6,[Sunny],25,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/02/2024,10:00 AM,3:30 PM,22.1,24.6,25.9,70.1,[Sunny],26,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/03/2024,10:00 AM,9:30 AM,20.1,21.6,22.6,72.8,[Partial Clouds],26,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/03/2024,10:00 AM,12:30 PM,22.5,24.7,28.1,79,[Partial Clouds],31,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/03/2024,10:00 AM,3:30 PM,18.1,20.5,24.6,82.6,"[Cloudy, Windy]",33,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/04/2024,11:30 AM,10:30 AM,19,22.2,23.8,62.5,[Partial Clouds],33,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/04/2024,11:30 AM,1:30 PM,21.8,23.1,25.6,69.1,[Partial Clouds],27,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/04/2024,11:30 AM,3:30 PM,18.3,20.9,23.5,64.3,[Cloudy],27,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/05/2024,12:30 PM,12:00 PM,23.4,26,29,66.8,[Sunny],33,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/05/2024,12:30 PM,2:30 PM,26.5,29.3,33.1,69.7,[Sunny],33,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/05/2024,12:30 PM,4:30 PM,22.7,25.4,27.9,72.1,[Sunny],33,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
1/12/2024,12/01/2024,Sun,Dec,12,2024,1/12/2024,,1/12/2024,48,12/01/2024,,2024 - FLORIANOPOLIS 125,12/08/2024,11:00 AM,10:30 AM,19.7,21.7,24.2,71.4,"[Cloudy, Humid]",32,OUT,Incomplete,2024 - FLORIANOPOLIS 125,,2094,CLAY,125,ce1c7190-08ae-4695-909e-25059aaed641,7b008097-ca1a-4026-905a-08a9e7db6190
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,1.7324E+12,24/11/2024,47,11-24-2024,1,2024 - CHARLESTON 125 #2,11-24-2024,11:00 AM,10:30 AM,18.3,19.9,39.5,38.3,[Sunny],26,OUT,Complete,2024 - CHARLESTON 125 #2,2024,1114,CLAY,125,b14cd07f-eb3a-4fe0-9bdd-2f2ee5d4ea25,e9372d80-1b78-4970-961f-8fcd62d47202
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,1.73241E+12,24/11/2024,47,11-26-2024,1,2024 - BUENOS AIRES 125,11-24-2024,12:00 PM,11:30 AM,27.3,29,44.6,56.5,[Sunny],49,OUT,Incomplete,2024 - BUENOS AIRES 125,2024,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-24-2024,12:00 PM,1:30 PM,27.4,30.5,44.6,48.6,[Sunny],51,OUT,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-25-2024,11:00 AM,10:30 AM,25.6,26.3,34.7,74.6,[Sunny],39,OUT,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-25-2024,11:00 AM,12:30 PM,24.3,26.3,27.9,76.7,[Partial Clouds],51,OUT,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-25-2024,11:00 AM,3:30 PM,22.1,23.9,25.4,85.1,[Cloudy],52,OUT,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-26-2024,10:00 AM,9:30 AM,22.7,23.8,25.1,83.8,[Partial Clouds],56,OUT,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-26-2024,10:00 AM,12:30 PM,,,,,[],,,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-26-2024,10:00 AM,2:30 PM,25.6,26.9,40.1,60.5,[Partial Clouds],55,OUT,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
24/11/2024,11-24-2024,Sun,Nov,11,2024,24/11/2024,,24/11/2024,47,11-26-2024,,2024 - BUENOS AIRES 125,11-27-2024,12:30 PM,4:45 PM,23.4,27.6,31.6,55.2,[Sunny],49,OUT,Incomplete,2024 - BUENOS AIRES 125,,2052,CLAY,125,8040aab6-231f-418a-acc0-8eba3e26fa13,99347e0c-4440-47b0-9525-27b8ebb7f299
