Date_sb,Date of Session,Day of Session,Month of Session,Numerical Value of Month,Year_sb,Date_c,Epoch,Date Reverse,Week,Entered On,Index,WTA Tournament,Log Date,Match Start Time,Time of Reading,WBGT,Air Temperature (TA),Black Globe Temperature (Globe Temp),Relative Humidity_sb,Type of Day,AQI Reading_sb,EWCR,Completion Status,Tournament,Year_sb,Tournament Number,Tournament Surface,Tournament Level,event-uuid_sb,group-uuid_sb,Date_catapult,Key Field,Date And Time,Days Of Week,End Date:,End Date And Time,Heat Stress Record Label,Label,Months,Start Date:,Start Date And Time,Template Label,Weeks,Year_catapult,EWR - Suspension Or Change In Time,Heat Reading Log - EWR Cause Change,Suspension/Change Match Date,Reason For Suspension/adaptation Of Start Time,Heat Stress Date,Heat Stress Match Start Time,Time Of Heat Reading,Heat Stress Index,Heat Rule In/out,Air Temperature,Ground Temperature,Relative Humidity_catapult,Type Of Day,AQI Reading_catapult,event-uuid_catapult,group-uuid_catapult
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARIS 125,,,,,,,2022-12-05,446931517344693.3969675926Paris 125_9May202222.33835.244693.3969675926Sunny2022-W19,12.05.2022 9:31:38,4.0,5/12/2022,,Paris 125_9May2022,Paris 125_9May2022,2022-05,5/12/2022,12.05.2022 9:31:38,Environmental Data Entry Sheet,2022-W19,2022.0,,,,,5/12/2022,11:00:00,10:00:00,13.4,Out,17.7,17.7,47.1,Sunny,,b6822812-d0d1-4cf5-9af6-0beaceb39d3f,5d0d6a36-1822-4441-a385-d5806cfbe37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARIS 125,,,,,,,2022-12-05,446931517344693.3969675926Paris 125_9May202222.33835.244693.3969675926Sunny2022-W19,12.05.2022 9:31:38,4.0,5/12/2022,,Paris 125_9May2022,Paris 125_9May2022,2022-05,5/12/2022,12.05.2022 9:31:38,Environmental Data Entry Sheet,2022-W19,2022.0,,,,,05-13-2022,11:00:00,12:30:00,21.1,Out,26.4,36.0,27.3,Sunny,,b6822812-d0d1-4cf5-9af6-0beaceb39d3f,5d0d6a36-1822-4441-a385-d5806cfbe37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARIS 125,,,,,,,2022-12-05,446931517344693.3969675926Paris 125_9May202222.33835.244693.3969675926Sunny2022-W19,12.05.2022 9:31:38,4.0,5/12/2022,,Paris 125_9May2022,Paris 125_9May2022,2022-05,5/12/2022,12.05.2022 9:31:38,Environmental Data Entry Sheet,2022-W19,2022.0,,,,,05-13-2022,11:00:00,14:45:00,22.6,Out,28.7,39.9,23.8,Sunny,,b6822812-d0d1-4cf5-9af6-0beaceb39d3f,5d0d6a36-1822-4441-a385-d5806cfbe37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARIS 125,,,,,,,2022-12-05,446931517344693.3969675926Paris 125_9May202222.434.528.244693.3969675926Sunny2022-W19,12.05.2022 9:31:38,4.0,5/12/2022,,Paris 125_9May2022,Paris 125_9May2022,2022-05,5/12/2022,12.05.2022 9:31:38,Environmental Data Entry Sheet,2022-W19,2022.0,,,,,05-13-2022,11:00:00,17:15:00,22.4,Out,30.2,34.5,28.2,Sunny,,5ee75f08-b2d0-4399-a3e9-33bd8cc40e20,d907c8df-5bec-4d4d-95db-988ab6d9e04c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARIS 125,,,,,,,2022-12-05,446931517344693.3969675926Paris 125_9May202222.434.528.244693.3969675926Sunny2022-W19,12.05.2022 9:31:38,4.0,5/12/2022,,Paris 125_9May2022,Paris 125_9May2022,2022-05,5/12/2022,12.05.2022 9:31:38,Environmental Data Entry Sheet,2022-W19,2022.0,,,,,05-14-2022,15:00:00,14:45:00,21.9,Out,28.2,36.6,27.3,Sunny,,5ee75f08-b2d0-4399-a3e9-33bd8cc40e20,d907c8df-5bec-4d4d-95db-988ab6d9e04c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARIS 125,,,,,,,2022-12-05,446931517344693.3969675926Paris 125_9May202222.434.528.244693.3969675926Sunny2022-W19,12.05.2022 9:31:38,4.0,5/12/2022,,Paris 125_9May2022,Paris 125_9May2022,2022-05,5/12/2022,12.05.2022 9:31:38,Environmental Data Entry Sheet,2022-W19,2022.0,,,,,05-14-2022,15:00:00,16:30:00,20.6,Out,27.6,35.1,26.6,Sunny,,5ee75f08-b2d0-4399-a3e9-33bd8cc40e20,d907c8df-5bec-4d4d-95db-988ab6d9e04c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARIS 125,,,,,,,2022-12-05,446931517344693.3969675926Paris 125_9May202222.434.528.244693.3969675926Sunny2022-W19,12.05.2022 9:31:38,4.0,5/12/2022,,Paris 125_9May2022,Paris 125_9May2022,2022-05,5/12/2022,12.05.2022 9:31:38,Environmental Data Entry Sheet,2022-W19,2022.0,,,,,05-15-2022,14:00:00,13:30:00,26.3,Out,32.5,41.7,22.8,Sunny,,5ee75f08-b2d0-4399-a3e9-33bd8cc40e20,d907c8df-5bec-4d4d-95db-988ab6d9e04c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-24-2022,9:30:00,9:15:00,16.8,Out,17.1,16.7,56.0,Cloudy,46.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-24-2022,9:30:00,12:15:00,17.2,Out,18.1,18.8,53.8,Cloudy,46.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-26-2022,9:30:00,11:00:00,17.9,Out,19.9,25.3,65.3,Sunny,41.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-26-2022,9:30:00,13:00:00,22.9,Out,23.0,31.4,48.9,Sunny,41.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-26-2022,9:30:00,16:00:00,23.3,Out,24.3,31.2,50.1,Sunny,41.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-26-2022,9:30:00,19:30:00,15.8,Out,18.5,17.9,63.1,Windy,41.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-27-2022,9:30:00,10:00:00,18.7,Out,19.7,28.7,61.2,Sunny,56.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-27-2022,9:30:00,10:00:00,18.7,Out,19.7,28.7,61.2,Sunny,56.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-27-2022,9:30:00,13:00:00,22.0,Out,24.3,36.3,44.1,Sunny,56.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202216.816.75644826.6302430556Cloudy2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-27-2022,9:30:00,16:00:00,20.3,Out,24.3,28.6,46.3,Partial Clouds,56.0,cc0165e0-c381-49e1-9fea-91beb5f2573d,547030d1-7819-426a-a4d5-9f1749e735db
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202215.619.253.444826.6302430556Partial Clouds2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-27-2022,9:30:00,19:00:00,15.6,Out,19.8,19.2,53.4,Partial Clouds,56.0,a85e47cc-037a-4e9c-8c91-aea13adea3f2,fe2506bb-7a55-4d22-a47f-aa3a50ac9ea7
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202215.619.253.444826.6302430556Partial Clouds2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-28-2022,9:30:00,10:00:00,14.9,Out,16.4,20.4,67.5,Cloudy,34.0,a85e47cc-037a-4e9c-8c91-aea13adea3f2,fe2506bb-7a55-4d22-a47f-aa3a50ac9ea7
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202215.619.253.444826.6302430556Partial Clouds2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-28-2022,9:30:00,15:00:00,20.0,Out,22.7,28.4,52.0,Partial Clouds,34.0,a85e47cc-037a-4e9c-8c91-aea13adea3f2,fe2506bb-7a55-4d22-a47f-aa3a50ac9ea7
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202215.619.253.444826.6302430556Partial Clouds2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,09-29-2022,9:30:00,9:45:00,18.5,Out,20.1,24.9,63.2,Sunny,36.0,a85e47cc-037a-4e9c-8c91-aea13adea3f2,fe2506bb-7a55-4d22-a47f-aa3a50ac9ea7
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202215.619.253.444826.6302430556Partial Clouds2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,10/01/2022,9:30:00,10:00:00,20.1,Out,20.4,31.6,57.6,Sunny,41.0,a85e47cc-037a-4e9c-8c91-aea13adea3f2,fe2506bb-7a55-4d22-a47f-aa3a50ac9ea7
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PARMA,,,,,,,,44826119244826.6302430556Parma 202215.619.253.444826.6302430556Partial Clouds2022-W38,22.09.2022 15:07:33,4.0,09-22-2022,,Parma 2022,Parma 2022,2022-09,9/22/2022,22.09.2022 15:07:33,Environmental Data Entry Sheet,2022-W38,2022.0,,,,,10/01/2022,9:30:00,17:45:00,16.7,Out,21.5,22.7,47.7,"Sunny ,Windy",41.0,a85e47cc-037a-4e9c-8c91-aea13adea3f2,fe2506bb-7a55-4d22-a47f-aa3a50ac9ea7
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-14-2022,,16:30:00,23.9,Out,26.7,29.2,64.2,Partial Clouds,,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-15-2022,11:00:00,10:30:00,23.2,Out,25.8,27.2,69.0,"Cloudy,Windy",46.0,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-15-2022,,16:00:00,24.9,Out,28.3,31.8,58.3,"Cloudy,Windy",,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-15-2022,,18:30:00,24.0,Out,26.8,27.0,71.2,Cloudy,,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-16-2022,11:00:00,10:30:00,26.2,Out,29.4,35.6,53.6,"Sunny ,Windy",32.0,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-16-2022,,14:00:00,26.0,Out,28.9,36.4,52.0,"Partial Clouds,Windy",32.0,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-17-2022,16:00:00,15:30:00,17.0,Out,18.0,29.0,42.8,Partial Clouds,35.0,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-17-2022,18:30:00,18:00:00,17.6,Out,20.2,26.2,52.2,"Sunny ,Windy",33.0,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25023.929.264.244813.6914814815Partial Clouds2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-18-2022,18:00:00,17:30:00,17.8,Out,21.9,25.2,45.1,Sunny,34.0,b86cf54f-c62b-4653-be88-8aa3f7c08d7d,64d2314e-8fae-4b78-8819-56ae4142445f
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,9/11/2022,11:00:00,10:30:00,24.6,Out,25.7,40.7,46.3,Sunny,43.0,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,9/11/2022,,13:30:00,24.4,Out,25.6,38.9,42.9,Sunny,,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,9/11/2022,,16:00:00,24.8,Out,26.3,39.4,47.4,Sunny,,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,9/12/2022,11:00:00,10:30:00,24.4,Out,26.4,40.0,42.2,Sunny,37.0,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,9/12/2022,,15:00:00,23.9,Out,29.5,41.0,27.0,Sunny,,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-13-2022,11:00:00,10:30:00,26.1,Out,29.2,41.0,38.9,Cloudy,29.0,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-13-2022,,13:30:00,28.3,Out,31.2,43.6,46.0,Partial Clouds,,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-13-2022,,18:30:00,21.4,Out,25.6,25.1,59.1,Partial Clouds,,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-14-2022,11:00:00,10:30:00,26.6,Out,27.7,38.3,58.2,Partial Clouds,35.0,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PORTOROZ,,,,,,,2022-09-09,44813118644813.6914814815Portoroz 25024.640.746.344813.6914814815Sunny2022-W36,09.09.2022 16:35:44,5.0,9/09/2022,,Portoroz 250,Portoroz 250,2022-09,9/09/2022,09.09.2022 16:35:44,Environmental Data Entry Sheet,2022-W36,2022.0,,,,,09-14-2022,11:00:00,13:30:00,27.1,Out,28.9,40.8,50.7,Partial Clouds,,f9da75c3-976d-42fe-83f8-f939e573cea7,5765b9dd-9f6b-42f9-8cb3-39ae864cd37c
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PRAGUE,,,,,,,,447652952844765.6700347222Prague 202222.633.747.544765.6700347222Partial Clouds2022-W29,23.07.2022 16:04:51,6.0,07-23-2022,,Prague 2022,Prague 2022,2022-07,7/23/2022,23.07.2022 16:04:51,Environmental Data Entry Sheet,2022-W29,2022.0,,,,,07-26-2022,11:00:00,10:30:00,22.6,Out,26.9,33.7,47.5,Partial Clouds,65.0,4f5f85d6-bf7e-4838-b83e-0578a6433dc8,ec72eb62-136c-47f6-acde-62ec5ee391aa
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PRAGUE,,,,,,,,447652952844765.6700347222Prague 202222.633.747.544765.6700347222Partial Clouds2022-W29,23.07.2022 16:04:51,6.0,07-23-2022,,Prague 2022,Prague 2022,2022-07,7/23/2022,23.07.2022 16:04:51,Environmental Data Entry Sheet,2022-W29,2022.0,,,,,07-26-2022,11:00:00,15:30:00,25.7,Out,34.6,43.4,23.0,Partial Clouds,,4f5f85d6-bf7e-4838-b83e-0578a6433dc8,ec72eb62-136c-47f6-acde-62ec5ee391aa
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PRAGUE,,,,,,,,447652952844765.6700347222Prague 202222.633.747.544765.6700347222Partial Clouds2022-W29,23.07.2022 16:04:51,6.0,07-23-2022,,Prague 2022,Prague 2022,2022-07,7/23/2022,23.07.2022 16:04:51,Environmental Data Entry Sheet,2022-W29,2022.0,,,,,07-27-2022,11:00:00,10:30:00,22.1,Out,26.8,36.7,38.1,Partial Clouds,67.0,4f5f85d6-bf7e-4838-b83e-0578a6433dc8,ec72eb62-136c-47f6-acde-62ec5ee391aa
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PRAGUE,,,,,,,,447652952844765.6700347222Prague 202222.633.747.544765.6700347222Partial Clouds2022-W29,23.07.2022 16:04:51,6.0,07-23-2022,,Prague 2022,Prague 2022,2022-07,7/23/2022,23.07.2022 16:04:51,Environmental Data Entry Sheet,2022-W29,2022.0,,,,,07-27-2022,11:00:00,12:30:00,22.7,Out,24.4,47.1,39.5,Partial Clouds,,4f5f85d6-bf7e-4838-b83e-0578a6433dc8,ec72eb62-136c-47f6-acde-62ec5ee391aa
,,,,,,,,,,,,,,,,,,,,,,,,2022 - PRAGUE,,,,,,,,447652952844765.6700347222Prague 202222.633.747.544765.6700347222Partial Clouds2022-W29,23.07.2022 16:04:51,6.0,07-23-2022,,Prague 2022,Prague 2022,2022-07,7/23/2022,23.07.2022 16:04:51,Environmental Data Entry Sheet,2022-W29,2022.0,,,,,07-27-2022,11:00:00,15:00:00,17.2,Out,22.0,23.9,45.4,Partial Clouds,,4f5f85d6-bf7e-4838-b83e-0578a6433dc8,ec72eb62-136c-47f6-acde-62ec5ee391aa
